SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2018,SED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
311031313,Chambers Flat - Logan Reserve,30044,Logan,0.6682493,Poor,Acceptable,0
311031313,Chambers Flat - Logan Reserve,30091,Waterford,0.3317507,Acceptable,Acceptable,0
311031314,Crestmead,30093,Woodridge,1,Acceptable,Acceptable,0
311031315,Greenbank Military Camp,30039,Jordan,1,Acceptable,Acceptable,0
311031316,Hillcrest,30001,Algester,0.7956437,Poor,Acceptable,0
311031316,Hillcrest,30044,Logan,0.2043563,Poor,Acceptable,0
311031317,Marsden,30093,Woodridge,1,Acceptable,Acceptable,0
311031318,Munruben - Park Ridge South,30044,Logan,1,Poor,Acceptable,0
311031319,Regents Park - Heritage Park,30001,Algester,0.280815,Poor,Acceptable,0
311031319,Regents Park - Heritage Park,30044,Logan,0.0635737,Poor,Acceptable,0
311031319,Regents Park - Heritage Park,30093,Woodridge,0.6556113,Acceptable,Acceptable,0
311041320,Greenbank,30039,Jordan,0.7318514,Acceptable,Acceptable,0
311041320,Greenbank,30044,Logan,0.2681486,Poor,Acceptable,0
311041321,Jimboomba,30039,Jordan,0.2072873,Acceptable,Acceptable,0
311041321,Jimboomba,30044,Logan,0.5111948,Poor,Acceptable,0
311041321,Jimboomba,30075,Scenic Rim,0.281518,Acceptable,Acceptable,0
311041322,Logan Village,30044,Logan,1,Poor,Acceptable,0
311051323,Bethania - Waterford,30046,Macalister,0.4117321,Good,Acceptable,0
311051323,Bethania - Waterford,30091,Waterford,0.5882679,Acceptable,Acceptable,0
311051324,Cornubia - Carbrook,30046,Macalister,1,Good,Acceptable,0
311051325,Loganholme - Tanah Merah,30046,Macalister,0.0954481,Good,Acceptable,0
311051325,Loganholme - Tanah Merah,30091,Waterford,0.9045519,Acceptable,Acceptable,0
311051326,Loganlea,30091,Waterford,1,Acceptable,Acceptable,0
311051327,Shailer Park,30079,Springwood,1,Good,Acceptable,0
311051328,Waterford West,30091,Waterford,1,Acceptable,Acceptable,0
311061329,Daisy Hill,30079,Springwood,1,Good,Acceptable,0
311061330,Kingston (Qld.),30091,Waterford,0.1606233,Acceptable,Acceptable,0
311061330,Kingston (Qld.),30093,Woodridge,0.8393767,Acceptable,Acceptable,0
311061331,Logan Central,30093,Woodridge,1,Acceptable,Acceptable,0
311061332,Rochedale South - Priestdale,30079,Springwood,1,Good,Acceptable,0
311061333,Slacks Creek,30091,Waterford,1,Acceptable,Acceptable,0
311061334,Springwood,30079,Springwood,1,Good,Acceptable,0
311061335,Underwood,30091,Waterford,1,Acceptable,Acceptable,0
311061336,Woodridge,30093,Woodridge,1,Acceptable,Acceptable,0
312011337,Bowen,30011,Burdekin,1,Good,Acceptable,0
312011338,Broadsound - Nebo,30011,Burdekin,0.8433677,Good,Acceptable,0
312011338,Broadsound - Nebo,30055,Mirani,0.1566323,Good,Acceptable,0
312011339,Clermont,30011,Burdekin,1,Good,Acceptable,0
312011340,Collinsville,30011,Burdekin,1,Good,Acceptable,0
312011341,Moranbah,30011,Burdekin,1,Good,Acceptable,0
312021342,Andergrove - Beaconsfield,30047,Mackay,0.9470793,Good,Acceptable,0
312021342,Andergrove - Beaconsfield,30092,Whitsunday,0.0529207,Good,Acceptable,0
312021343,East Mackay,30047,Mackay,1,Good,Acceptable,0
312021344,Eimeo - Rural View,30092,Whitsunday,1,Good,Acceptable,0
312021345,Eungella Hinterland,30055,Mirani,1,Good,Acceptable,0
312021346,Mackay,30047,Mackay,1,Good,Acceptable,0
312021347,Mackay Harbour,30047,Mackay,1,Good,Acceptable,0
312021348,Mount Pleasant - Glenella,30047,Mackay,0.8300898,Good,Acceptable,0
312021348,Mount Pleasant - Glenella,30092,Whitsunday,0.1699102,Good,Acceptable,0
312021349,North Mackay,30047,Mackay,1,Good,Acceptable,0
312021350,Ooralea - Bakers Creek,30055,Mirani,1,Good,Acceptable,0
312021351,Pioneer Valley,30055,Mirani,1,Good,Acceptable,0
312021352,Sarina,30055,Mirani,1,Good,Acceptable,0
312021353,Seaforth - Calen,30092,Whitsunday,1,Good,Acceptable,0
312021354,Shoal Point - Bucasia,30092,Whitsunday,1,Good,Acceptable,0
312021355,Slade Point,30047,Mackay,1,Good,Acceptable,0
312021356,South Mackay,30047,Mackay,1,Good,Acceptable,0
312021357,Walkerston - Eton,30055,Mirani,1,Good,Acceptable,0
312021358,West Mackay,30047,Mackay,1,Good,Acceptable,0
312031359,Airlie - Whitsundays,30092,Whitsunday,1,Good,Acceptable,0
312031360,Cape Conway,30092,Whitsunday,1,Good,Acceptable,0
312031361,Proserpine,30092,Whitsunday,1,Good,Acceptable,0
313011362,Beachmere - Sandstone Point,30070,Pumicestone,1,Acceptable,Acceptable,0
313011363,Bribie Island,30070,Pumicestone,1,Acceptable,Acceptable,0
313021364,Burpengary - East,30003,Bancroft,1,Acceptable,Acceptable,0
313021365,Caboolture,30029,Glass House,0.0360917,Acceptable,Acceptable,0
313021365,Caboolture,30057,Morayfield,0.5740437,Acceptable,Acceptable,0
313021365,Caboolture,30070,Pumicestone,0.3898646,Acceptable,Acceptable,0
313021366,Caboolture - South,30029,Glass House,0.0353717,Acceptable,Acceptable,0
313021366,Caboolture - South,30057,Morayfield,0.9646283,Acceptable,Acceptable,0
313021367,Elimbah,30029,Glass House,0.5463996,Acceptable,Acceptable,0
313021367,Elimbah,30070,Pumicestone,0.4536004,Acceptable,Acceptable,0
313021368,Morayfield - East,30057,Morayfield,1,Acceptable,Acceptable,0
313021369,Wamuran,30029,Glass House,1,Acceptable,Acceptable,0
313031370,Kilcoy,30063,Nanango,1,Good,Acceptable,0
313031371,Woodford - D'Aguilar,30029,Glass House,1,Acceptable,Acceptable,0
313041372,Burpengary,30042,Kurwongbah,0.7696737,Acceptable,Acceptable,0
313041372,Burpengary,30057,Morayfield,0.2303263,Acceptable,Acceptable,0
313041373,Deception Bay,30003,Bancroft,1,Acceptable,Acceptable,0
313041374,Morayfield,30057,Morayfield,1,Acceptable,Acceptable,0
313041375,Narangba,30042,Kurwongbah,1,Acceptable,Acceptable,0
313041376,Upper Caboolture,30029,Glass House,0.8479841,Acceptable,Acceptable,0
313041376,Upper Caboolture,30057,Morayfield,0.1520159,Acceptable,Acceptable,0
313051377,Clontarf,30071,Redcliffe,1,Good,Acceptable,0
313051378,Margate - Woody Point,30071,Redcliffe,1,Good,Acceptable,0
313051379,Redcliffe,30071,Redcliffe,1,Good,Acceptable,0
313051380,Rothwell - Kippa-Ring,30003,Bancroft,0.1818235,Acceptable,Acceptable,0
313051380,Rothwell - Kippa-Ring,30062,Murrumba,0.4040328,Acceptable,Acceptable,0
313051380,Rothwell - Kippa-Ring,30071,Redcliffe,0.4141438,Good,Acceptable,0
313051542,Scarborough - Newport - Moreton Island,30071,Redcliffe,1,Good,Acceptable,0
314011382,Albany Creek,30002,Aspley,0.0170124,Acceptable,Acceptable,0
314011382,Albany Creek,30025,Everton,0.9829876,Acceptable,Acceptable,0
314011383,Cashmere,30025,Everton,0.0355887,Acceptable,Acceptable,0
314011383,Cashmere,30042,Kurwongbah,0.1322323,Acceptable,Acceptable,0
314011383,Cashmere,30069,Pine Rivers,0.832179,Acceptable,Acceptable,0
314011384,Dayboro,30029,Glass House,0.109215,Acceptable,Acceptable,0
314011384,Dayboro,30042,Kurwongbah,0.2583265,Acceptable,Acceptable,0
314011384,Dayboro,30069,Pine Rivers,0.6324585,Acceptable,Acceptable,0
314011385,Eatons Hill,30025,Everton,1,Acceptable,Acceptable,0
314011386,The Hills District,30025,Everton,0.3527901,Acceptable,Acceptable,0
314011386,The Hills District,30026,Ferny Grove,0.6472099,Poor,Acceptable,0
314011387,Samford Valley,30069,Pine Rivers,1,Acceptable,Acceptable,0
314021388,Dakabin - Kallangur,30062,Murrumba,1,Acceptable,Acceptable,0
314021389,Murrumba Downs - Griffin,30062,Murrumba,1,Acceptable,Acceptable,0
314021390,North Lakes - Mango Hill,30003,Bancroft,0.8049193,Acceptable,Acceptable,0
314021390,North Lakes - Mango Hill,30062,Murrumba,0.1950807,Acceptable,Acceptable,0
314031391,Bray Park,30042,Kurwongbah,0.2805804,Acceptable,Acceptable,0
314031391,Bray Park,30069,Pine Rivers,0.7194196,Acceptable,Acceptable,0
314031392,Lawnton,30042,Kurwongbah,0.9382181,Acceptable,Acceptable,0
314031392,Lawnton,30069,Pine Rivers,0.0617819,Acceptable,Acceptable,0
314031393,Petrie,30042,Kurwongbah,1,Acceptable,Acceptable,0
314031394,Strathpine - Brendale,30025,Everton,0.0438897,Acceptable,Acceptable,0
314031394,Strathpine - Brendale,30069,Pine Rivers,0.9561103,Acceptable,Acceptable,0
315011395,Aurukun,30021,Cook,1,Good,Acceptable,0
315011396,Cape York,30021,Cook,1,Good,Acceptable,0
315011397,Croydon - Etheridge,30089,Traeger,1,Good,Acceptable,0
315011398,Kowanyama - Pormpuraaw,30021,Cook,1,Good,Acceptable,0
315011399,Northern Peninsula,30021,Cook,1,Good,Acceptable,0
315011400,Tablelands,30021,Cook,0.6063883,Good,Acceptable,0
315011400,Tablelands,30034,Hill,0.3936117,Good,Acceptable,0
315011401,Torres,30021,Cook,1,Good,Acceptable,0
315011402,Torres Strait Islands,30021,Cook,1,Good,Acceptable,0
315011403,Weipa,30021,Cook,1,Good,Acceptable,0
315021404,Carpentaria,30089,Traeger,1,Good,Acceptable,0
315021405,Mount Isa,30089,Traeger,1,Good,Acceptable,0
315021406,Mount Isa Region,30089,Traeger,1,Good,Acceptable,0
315021407,Northern Highlands,30089,Traeger,1,Good,Acceptable,0
315031408,Barcaldine - Blackall,30031,Gregory,1,Good,Acceptable,0
315031409,Charleville,30090,Warrego,1,Good,Acceptable,0
315031410,Far Central West,30031,Gregory,1,Good,Acceptable,0
315031411,Far South West,30090,Warrego,1,Good,Acceptable,0
315031412,Longreach,30031,Gregory,1,Good,Acceptable,0
316011413,Buderim - North,30007,Buderim,0.6274628,Good,Acceptable,0
316011413,Buderim - North,30065,Ninderry,0.3725372,Poor,Acceptable,0
316011414,Buderim - South,30007,Buderim,0.9824034,Good,Acceptable,0
316011414,Buderim - South,30064,Nicklin,0.0175966,Acceptable,Acceptable,0
316011415,Mountain Creek,30007,Buderim,1,Good,Acceptable,0
316011416,Sippy Downs,30007,Buderim,1,Good,Acceptable,0
316021417,Aroona - Currimundi,30040,Kawana,1,Acceptable,Acceptable,0
316021418,Buddina - Minyama,30040,Kawana,1,Acceptable,Acceptable,0
316021419,Caloundra - Kings Beach,30016,Caloundra,1,Acceptable,Acceptable,0
316021420,Caloundra - West,30016,Caloundra,0.365897,Acceptable,Acceptable,0
316021420,Caloundra - West,30040,Kawana,0.634103,Acceptable,Acceptable,0
316021421,Golden Beach - Pelican Waters,30016,Caloundra,1,Acceptable,Acceptable,0
316021422,Moffat Beach - Battery Hill,30016,Caloundra,1,Acceptable,Acceptable,0
316021423,Parrearra - Warana,30040,Kawana,1,Acceptable,Acceptable,0
316021424,Wurtulla - Birtinya,30040,Kawana,1,Acceptable,Acceptable,0
316031425,Coolum Beach,30050,Maroochydore,0.4352757,Acceptable,Acceptable,0
316031425,Coolum Beach,30065,Ninderry,0.5647243,Poor,Acceptable,0
316031426,Marcoola - Mudjimba,30050,Maroochydore,0.9724728,Acceptable,Acceptable,0
316031426,Marcoola - Mudjimba,30065,Ninderry,0.0275272,Poor,Acceptable,0
316031427,Maroochydore - Kuluin,30050,Maroochydore,0.8407667,Acceptable,Acceptable,0
316031427,Maroochydore - Kuluin,30065,Ninderry,0.1592333,Poor,Acceptable,0
316031428,Mooloolaba - Alexandra Headland,30050,Maroochydore,1,Acceptable,Acceptable,0
316051434,Noosa Heads,30066,Noosa,1,Acceptable,Acceptable,0
316051435,Noosaville,30066,Noosa,1,Acceptable,Acceptable,0
316051437,Sunshine Beach,30066,Noosa,1,Acceptable,Acceptable,0
316051438,Tewantin,30066,Noosa,1,Acceptable,Acceptable,0
316051543,Peregian Beach - Marcus Beach,30066,Noosa,1,Acceptable,Acceptable,0
316051544,Peregian Springs,30065,Ninderry,1,Poor,Acceptable,0
316061439,Beerwah,30016,Caloundra,0.5649628,Acceptable,Acceptable,0
316061439,Beerwah,30029,Glass House,0.4350372,Acceptable,Acceptable,0
316061440,Caloundra Hinterland,30029,Glass House,1,Acceptable,Acceptable,0
316061441,Glass House Mountains,30029,Glass House,1,Acceptable,Acceptable,0
316061442,Landsborough,30007,Buderim,0.0264738,Good,Acceptable,0
316061442,Landsborough,30016,Caloundra,0.564905,Acceptable,Acceptable,0
316061442,Landsborough,30029,Glass House,0.4086212,Acceptable,Acceptable,0
316061443,Maroochy Hinterland,30029,Glass House,0.1508772,Acceptable,Acceptable,0
316061443,Maroochy Hinterland,30064,Nicklin,0.8491228,Acceptable,Acceptable,0
316061444,Palmwoods,30029,Glass House,0.2891963,Acceptable,Acceptable,0
316061444,Palmwoods,30064,Nicklin,0.7108037,Acceptable,Acceptable,0
316071545,Bli Bli,30065,Ninderry,1,Poor,Acceptable,0
316071546,Diddillibah - Rosemount,30064,Nicklin,0.1996308,Acceptable,Acceptable,0
316071546,Diddillibah - Rosemount,30065,Ninderry,0.8003692,Poor,Acceptable,0
316071547,Eumundi - Yandina,30064,Nicklin,0.3533144,Acceptable,Acceptable,0
316071547,Eumundi - Yandina,30065,Ninderry,0.6466856,Poor,Acceptable,0
316071548,Nambour,30064,Nicklin,1,Acceptable,Acceptable,0
316081549,Noosa Hinterland,30064,Nicklin,0.2730274,Acceptable,Acceptable,0
316081549,Noosa Hinterland,30065,Ninderry,0.1651002,Poor,Acceptable,0
316081549,Noosa Hinterland,30066,Noosa,0.5618725,Acceptable,Acceptable,0
317011445,Cambooya - Wyreema,30020,Condamine,1,Acceptable,Acceptable,0
317011446,Darling Heights,30020,Condamine,0.0631181,Acceptable,Acceptable,0
317011446,Darling Heights,30087,Toowoomba South,0.9368819,Acceptable,Acceptable,0
317011447,Drayton - Harristown,30020,Condamine,0.1615211,Acceptable,Acceptable,0
317011447,Drayton - Harristown,30087,Toowoomba South,0.8384789,Acceptable,Acceptable,0
317011448,Gatton,30043,Lockyer,1,Good,Acceptable,0
317011449,Gowrie (Qld),30020,Condamine,1,Acceptable,Acceptable,0
317011450,Highfields,30020,Condamine,0.1467263,Acceptable,Acceptable,0
317011450,Highfields,30086,Toowoomba North,0.8532737,Good,Acceptable,0
317011451,Lockyer Valley - West,30043,Lockyer,1,Good,Acceptable,0
317011452,Middle Ridge,30087,Toowoomba South,1,Acceptable,Acceptable,0
317011453,Newtown (Qld),30086,Toowoomba North,0.862392,Good,Acceptable,0
317011453,Newtown (Qld),30087,Toowoomba South,0.137608,Acceptable,Acceptable,0
317011454,North Toowoomba - Harlaxton,30086,Toowoomba North,1,Good,Acceptable,0
317011455,Rangeville,30087,Toowoomba South,1,Acceptable,Acceptable,0
317011456,Toowoomba - Central,30086,Toowoomba North,0.1543756,Good,Acceptable,0
317011456,Toowoomba - Central,30087,Toowoomba South,0.8456244,Acceptable,Acceptable,0
317011457,Toowoomba - East,30086,Toowoomba North,1,Good,Acceptable,0
317011458,Toowoomba - West,30020,Condamine,0.6390665,Acceptable,Acceptable,0
317011458,Toowoomba - West,30087,Toowoomba South,0.3609335,Acceptable,Acceptable,0
317011459,Wilsonton,30086,Toowoomba North,1,Good,Acceptable,0
318011460,Ayr,30011,Burdekin,1,Good,Acceptable,0
318011461,Burdekin,30011,Burdekin,1,Good,Acceptable,0
318011462,Charters Towers,30089,Traeger,1,Good,Acceptable,0
318011463,Dalrymple,30089,Traeger,1,Good,Acceptable,0
318011464,Ingham,30035,Hinchinbrook,1,Good,Acceptable,0
318011465,Ingham Region,30035,Hinchinbrook,0.998756,Good,Acceptable,0
318011465,Ingham Region,30088,Townsville,0.001244,Good,Acceptable,1
318011466,Palm Island,30088,Townsville,1,Good,Acceptable,0
318021467,Aitkenvale,30061,Mundingburra,1,Good,Acceptable,0
318021468,Annandale,30061,Mundingburra,1,Good,Acceptable,0
318021469,Belgian Gardens - Pallarenda,30088,Townsville,1,Good,Acceptable,0
318021470,Bohle Plains,30035,Hinchinbrook,0.5578598,Good,Acceptable,0
318021470,Bohle Plains,30084,Thuringowa,0.4421402,Good,Acceptable,0
318021471,Condon - Rasmussen,30084,Thuringowa,1,Good,Acceptable,0
318021472,Cranbrook,30061,Mundingburra,1,Good,Acceptable,0
318021473,Deeragun,30035,Hinchinbrook,1,Good,Acceptable,0
318021474,Douglas,30011,Burdekin,0,Good,Acceptable,1
318021474,Douglas,30061,Mundingburra,1,Good,Acceptable,0
318021475,Garbutt - West End,30088,Townsville,1,Good,Acceptable,0
318021476,Gulliver - Currajong - Vincent,30061,Mundingburra,0.6710085,Good,Acceptable,0
318021476,Gulliver - Currajong - Vincent,30088,Townsville,0.3289915,Good,Acceptable,0
318021477,Heatley,30084,Thuringowa,1,Good,Acceptable,0
318021478,Hermit Park - Rosslea,30061,Mundingburra,0.1312464,Good,Acceptable,0
318021478,Hermit Park - Rosslea,30088,Townsville,0.8687536,Good,Acceptable,0
318021479,Hyde Park - Pimlico,30088,Townsville,1,Good,Acceptable,0
318021480,Kelso,30084,Thuringowa,1,Good,Acceptable,0
318021481,Kirwan - East,30084,Thuringowa,1,Good,Acceptable,0
318021482,Kirwan - West,30084,Thuringowa,1,Good,Acceptable,0
318021483,Magnetic Island,30088,Townsville,1,Good,Acceptable,0
318021484,Mount Louisa,30088,Townsville,1,Good,Acceptable,0
318021485,Mundingburra,30061,Mundingburra,1,Good,Acceptable,0
318021486,Northern Beaches,30035,Hinchinbrook,1,Good,Acceptable,0
318021487,Oonoonba,30061,Mundingburra,1,Good,Acceptable,0
318021488,South Townsville - Railway Estate,30088,Townsville,1,Good,Acceptable,0
318021489,Townsville - South,30011,Burdekin,1,Good,Acceptable,0
318021490,Townsville City - North Ward,30088,Townsville,1,Good,Acceptable,0
318021491,Wulguru - Roseneath,30061,Mundingburra,1,Good,Acceptable,0
319011492,Ashfield - Kepnock,30009,Bundaberg,1,Good,Acceptable,0
319011493,Bargara - Burnett Heads,30013,Burnett,1,Good,Acceptable,0
319011494,Branyan - Kensington,30009,Bundaberg,0.6395842,Good,Acceptable,0
319011494,Branyan - Kensington,30013,Burnett,0.3604158,Good,Acceptable,0
319011495,Bundaberg,30009,Bundaberg,1,Good,Acceptable,0
319011496,Bundaberg East - Kalkie,30009,Bundaberg,1,Good,Acceptable,0
319011497,Bundaberg North - Gooburrum,30009,Bundaberg,0.7248824,Good,Acceptable,0
319011497,Bundaberg North - Gooburrum,30013,Burnett,0.2751176,Good,Acceptable,0
319011498,Bundaberg Region - North,30013,Burnett,1,Good,Acceptable,0
319011499,Bundaberg Region - South,30013,Burnett,1,Good,Acceptable,0
319011500,Millbank - Avoca,30009,Bundaberg,1,Good,Acceptable,0
319011501,Svensson Heights - Norville,30009,Bundaberg,1,Good,Acceptable,0
319011502,Walkervale - Avenell Heights,30009,Bundaberg,1,Good,Acceptable,0
319021503,Gayndah - Mundubbera,30015,Callide,1,Acceptable,Acceptable,0
319021504,Gin Gin,30015,Callide,1,Acceptable,Acceptable,0
319021505,Kingaroy,30063,Nanango,1,Good,Acceptable,0
319021506,Kingaroy Region - North,30063,Nanango,1,Good,Acceptable,0
319021507,Kingaroy Region - South,30063,Nanango,1,Good,Acceptable,0
319021508,Monto - Eidsvold,30015,Callide,1,Acceptable,Acceptable,0
319021509,Nanango,30063,Nanango,1,Good,Acceptable,0
319021510,North Burnett,30015,Callide,1,Acceptable,Acceptable,0
319031511,Cooloola,30032,Gympie,1,Good,Acceptable,0
319031512,Gympie - North,30032,Gympie,1,Good,Acceptable,0
319031513,Gympie - South,30032,Gympie,1,Good,Acceptable,0
319031514,Gympie Region,30032,Gympie,1,Good,Acceptable,0
319031515,Kilkivan,30032,Gympie,0.3547509,Good,Acceptable,0
319031515,Kilkivan,30063,Nanango,0.6452491,Good,Acceptable,0
319041516,Booral - River Heads,30033,Hervey Bay,0.6639095,Good,Acceptable,0
319041516,Booral - River Heads,30051,Maryborough,0.3360905,Good,Acceptable,0
319041517,Craignish - Dundowran Beach,30051,Maryborough,1,Good,Acceptable,0
319041518,Pialba - Eli Waters,30033,Hervey Bay,0.9205208,Good,Acceptable,0
319041518,Pialba - Eli Waters,30051,Maryborough,0.0794792,Good,Acceptable,0
319041519,Point Vernon,30033,Hervey Bay,1,Good,Acceptable,0
319041520,Torquay - Scarness - Kawungan,30033,Hervey Bay,1,Good,Acceptable,0
319041521,Urangan - Wondunna,30033,Hervey Bay,1,Good,Acceptable,0
319051522,Burrum - Fraser,30033,Hervey Bay,0.0234727,Good,Acceptable,0
319051522,Burrum - Fraser,30051,Maryborough,0.9765273,Good,Acceptable,0
319051523,Granville,30051,Maryborough,1,Good,Acceptable,0
319051524,Maryborough (Qld),30051,Maryborough,1,Good,Acceptable,0
319051525,Maryborough Region - South,30032,Gympie,0.3429452,Good,Acceptable,0
319051525,Maryborough Region - South,30051,Maryborough,0.6570548,Good,Acceptable,0
319051526,Tinana,30051,Maryborough,1,Good,Acceptable,0
401011001,Adelaide,40001,Adelaide,1,Acceptable,Acceptable,0
401011002,North Adelaide,40001,Adelaide,1,Acceptable,Acceptable,0
401021003,Adelaide Hills,40031,Morialta,0.512027,Poor,Acceptable,0
401021003,Adelaide Hills,40035,Newland,0.487973,Poor,Acceptable,0
401021004,Aldgate - Stirling,40022,Heysen,0.8992039,Acceptable,Acceptable,0
401021004,Aldgate - Stirling,40025,Kavel,0.0360231,Acceptable,Acceptable,0
401021004,Aldgate - Stirling,40045,Waite,0.0647729,Acceptable,Acceptable,0
401021005,Hahndorf - Echunga,40022,Heysen,0.3531398,Acceptable,Acceptable,0
401021005,Hahndorf - Echunga,40025,Kavel,0.6468602,Acceptable,Acceptable,0
401021006,Lobethal - Woodside,40025,Kavel,0.6393098,Acceptable,Acceptable,0
401021006,Lobethal - Woodside,40031,Morialta,0.3606902,Poor,Acceptable,0
401021007,Mount Barker,40025,Kavel,1,Acceptable,Acceptable,0
401021008,Mount Barker Region,40020,Hammond,0.2287116,Acceptable,Acceptable,0
401021008,Mount Barker Region,40022,Heysen,0.6000317,Acceptable,Acceptable,0
401021008,Mount Barker Region,40025,Kavel,0.1712567,Acceptable,Acceptable,0
401021009,Nairne,40025,Kavel,1,Acceptable,Acceptable,0
401021010,Uraidla - Summertown,40004,Bragg,0.0798079,Poor,Acceptable,0
401021010,Uraidla - Summertown,40025,Kavel,0.077591,Acceptable,Acceptable,0
401021010,Uraidla - Summertown,40031,Morialta,0.8426011,Poor,Acceptable,0
401031011,Burnside - Wattle Park,40004,Bragg,0.8667566,Poor,Acceptable,0
