LOCALITY_NAME_NOV2019,LOCALITY_PID_NOV2019,CED_CODE_2018,CED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
FRASER RANGE,WA1712,511,O'Connor,1,Good,Good,0
FRASER RISE,VIC3015,218,Gorton,1,Good,Good,0
FRAYVILLE,SA448,402,Barker,1,Good,Good,0
FRAZER PARK,NSW1578,141,Shortland,1,Good,Good,0
FRAZERS CREEK,NSW1579,124,Lyne,1,Good,Good,0
FRAZERVIEW,QLD1100,330,Wright,1,Good,Good,0
FREDERICKSFIELD,QLD1101,306,Dawson,1,Good,Good,0
FREDERICKTON,NSW1580,110,Cowper,1,Good,Good,0
FREDS PASS,NT108,701,Lingiari,1,Good,Good,0
FREEBURGH,VIC942,222,Indi,1,Good,Good,0
FREEBURN ISLAND,NSW1581,133,Page,1,Good,Good,0
FREELING,SA449,402,Barker,0.9990906,Good,Good,0
FREELING,SA449,404,Grey,0.0009094,Good,Good,1
FREEMANS,NSW1582,141,Shortland,1,Good,Good,0
FREEMANS REACH,NSW1583,127,Macquarie,1,Good,Good,0
FREEMANS WATERHOLE,NSW1584,121,Hunter,1,Good,Good,0
FREEMANTLE,NSW1585,107,Calare,1,Good,Good,0
FREESTONE,QLD1102,321,Maranoa,1,Good,Good,0
FREMANTLE,WA3094,508,Fremantle,1,Good,Good,0
FRENCH ISLAND,VIC943,213,Flinders,1,Good,Good,0
FRENCH PARK,NSW1586,139,Riverina,1,Good,Good,0
FRENCHES CREEK,QLD1103,330,Wright,1,Good,Good,0
FRENCHMAN BAY,WA3288,511,O'Connor,1,Good,Good,0
FRENCHMANS,VIC944,229,Mallee,1,Good,Good,0
FRENCHS FOREST,NSW1587,126,Mackellar,0.8281959,Good,Good,0
FRENCHS FOREST,NSW1587,143,Warringah,0.1718041,Acceptable,Good,0
FRENCHVILLE,QLD1104,305,Capricornia,1,Good,Good,0
FRESHWATER,NSW1868,143,Warringah,1,Acceptable,Good,0
FRESHWATER,QLD1105,318,Leichhardt,1,Good,Good,0
FRESHWATER CREEK,VIC945,209,Corangamite,1,Good,Good,0
FRESHWATER POINT,QLD1106,305,Capricornia,1,Good,Good,0
FREWVILLE,SA450,410,Sturt,1,Good,Good,0
FREYCINET,TAS216,605,Lyons,1,Good,Good,0
FRIDAY POCKET,QLD1107,317,Kennedy,1,Good,Good,0
FRIENDLY BEACHES,TAS217,605,Lyons,1,Good,Good,0
FROG ROCK,NSW1588,107,Calare,1,Good,Good,0
FROGMORE,NSW1589,120,Hume,1,Good,Good,0
FROGS HOLLOW,NSW1590,113,Eden-Monaro,1,Good,Good,0
FROME DOWNS,SA210006249,404,Grey,1,Good,Good,0
FRYERSTOWN,VIC946,203,Bendigo,1,Good,Good,0
FRYING PAN,NSW1591,113,Eden-Monaro,1,Good,Good,0
FULHAM,QLD1108,301,Blair,1,Good,Good,0
FULHAM,SA451,405,Hindmarsh,1,Good,Good,0
FULHAM,VIC947,216,Gippsland,1,Good,Good,0
FULHAM GARDENS,SA452,405,Hindmarsh,1,Good,Good,0
FULLARTON,SA453,401,Adelaide,0.4116729,Good,Good,0
FULLARTON,SA453,410,Sturt,0.5883271,Good,Good,0
FULLERTON,NSW1592,120,Hume,1,Good,Good,0
FULLERTON COVE,NSW1593,136,Paterson,1,Good,Good,0
FUMINA,VIC948,234,Monash,1,Good,Good,0
FUMINA SOUTH,VIC949,234,Monash,1,Good,Good,0
FURNER,SA454,402,Barker,1,Good,Good,0
FURNISSDALE,WA3055,503,Canning,1,Good,Good,0
FURRACABAD,NSW1594,130,New England,1,Good,Good,0
FYANS CREEK,VIC950,237,Wannon,1,Good,Good,0
FYANSFORD,VIC951,210,Corio,1,Good,Good,0
FYSHWICK,ACT219,802,Canberra,1,Good,Good,0
GABALONG,WA2692,506,Durack,1,Good,Good,0
GABBADAH,WA2525,512,Pearce,1,Good,Good,0
GABBIN,WA2312,506,Durack,1,Good,Good,0
GADARA,NSW1595,113,Eden-Monaro,1,Good,Good,0
GADGARRA,QLD1109,317,Kennedy,1,Good,Good,0
GAETA,QLD1110,311,Flynn,1,Good,Good,0
GAFFNEYS CREEK,VIC2951,222,Indi,1,Good,Good,0
GAGEBROOK,TAS218,605,Lyons,1,Good,Good,0
GAILES,QLD1111,325,Oxley,1,Good,Good,0
GAINSBOROUGH,VIC952,234,Monash,1,Good,Good,0
GAINSFORD,QLD1112,311,Flynn,1,Good,Good,0
GAIRDNER,WA1881,511,O'Connor,1,Good,Good,0
GAIRLOCH,QLD1113,317,Kennedy,1,Good,Good,0
GALA VALE,NSW1596,114,Farrer,1,Good,Good,0
GALAMBINE,NSW1597,107,Calare,1,Good,Good,0
GALGA,SA455,402,Barker,1,Good,Good,0
GALILEE,QLD1114,321,Maranoa,1,Good,Good,0
GALIWINKU,NT109,701,Lingiari,1,Good,Good,0
GALONG,NSW1598,139,Riverina,1,Good,Good,0
GALORE,NSW1599,114,Farrer,0.25,Good,Good,0
GALORE,NSW1599,139,Riverina,0.75,Good,Good,0
GALSTON,NSW1600,104,Berowra,1,Acceptable,Good,0
GAMBOOLA,QLD1115,317,Kennedy,1,Good,Good,0
GAMMON RANGES,SA210006122,404,Grey,1,Good,Good,0
GANBENANG,NSW1601,107,Calare,1,Good,Good,0
GANGALIDDA,QLD3350,317,Kennedy,1,Good,Good,0
GANGAT,NSW1602,124,Lyne,1,Good,Good,0
GANMAIN,NSW1603,139,Riverina,1,Good,Good,0
GANNAWARRA,VIC953,229,Mallee,1,Good,Good,0
GAP RIDGE,WA2758,506,Durack,1,Good,Good,0
GAPSTED,VIC954,222,Indi,1,Good,Good,0
GAPUWIYAK,NT110,701,Lingiari,1,Good,Good,0
GARAH,NSW1604,134,Parkes,1,Good,Good,0
GARBUTT,QLD1116,315,Herbert,1,Good,Good,0
GARDEN ISLAND,SA1647,405,Hindmarsh,1,Good,Good,0
GARDEN ISLAND,WA2848,501,Brand,1,Good,Good,0
GARDEN ISLAND CREEK,TAS219,604,Franklin,1,Good,Good,0
GARDEN SUBURB,NSW1605,141,Shortland,1,Good,Good,0
GARDENVALE,VIC955,217,Goldstein,1,Good,Good,0
GARDNERS BAY,TAS220,604,Franklin,1,Good,Good,0
GAREMA,NSW1606,139,Riverina,1,Good,Good,0
GARFIELD,QLD1117,321,Maranoa,1,Good,Good,0
GARFIELD,VIC956,234,Monash,1,Good,Good,0
GARFIELD NORTH,VIC957,234,Monash,1,Good,Good,0
GARGETT,QLD1118,305,Capricornia,1,Good,Good,0
GARIBALDI,VIC958,237,Wannon,1,Good,Good,0
GARLAND,NSW1607,107,Calare,1,Good,Good,0
GARLAND VALLEY,NSW1608,121,Hunter,1,Good,Good,0
GARNANT,QLD1119,311,Flynn,1,Good,Good,0
GARNERS BEACH,QLD1120,317,Kennedy,1,Good,Good,0
GAROO,NSW1609,130,New England,1,Good,Good,0
GARRA,NSW1610,107,Calare,1,Good,Good,0
GARRADUNGA,QLD1121,317,Kennedy,1,Good,Good,0
GARRAN,ACT330,802,Canberra,1,Good,Good,0
GARRAWALT,QLD1122,317,Kennedy,1,Good,Good,0
GARTHOWEN,NSW1611,130,New England,1,Good,Good,0
GARVOC,VIC959,237,Wannon,1,Good,Good,0
GASCOYNE JUNCTION,WA2990,506,Durack,1,Good,Good,0
GASCOYNE RIVER,WA1741,506,Durack,1,Good,Good,0
GATESHEAD,NSW1612,141,Shortland,1,Good,Good,0
GATEWAY ISLAND,VIC960,222,Indi,1,Good,Good,0
GATTON,QLD1123,330,Wright,1,Good,Good,0
GATUM,VIC961,237,Wannon,1,Good,Good,0
GAVEN,QLD1124,308,Fadden,1,Good,Good,0
GAWLER,SA456,409,Spence,1,Good,Good,0
GAWLER,TAS221,602,Braddon,1,Good,Good,0
GAWLER BELT,SA457,404,Grey,0.0045707,Good,Good,1
GAWLER BELT,SA457,409,Spence,0.9954293,Good,Good,0
GAWLER EAST,SA458,409,Spence,1,Good,Good,0
GAWLER RANGES,SA210006038,404,Grey,1,Good,Good,0
GAWLER RIVER,SA459,404,Grey,1,Good,Good,0
GAWLER SOUTH,SA460,409,Spence,1,Good,Good,0
GAWLER WEST,SA461,409,Spence,1,Good,Good,0
GAYNDAH,QLD1125,311,Flynn,1,Good,Good,0
GAYTHORNE,QLD1126,328,Ryan,1,Good,Good,0
GAZETTE,VIC962,237,Wannon,1,Good,Good,0
GEARYS FLAT,NSW1613,124,Lyne,1,Good,Good,0
GEEBUNG,QLD1127,319,Lilley,1,Good,Good,0
GEEGULLY CREEK,WA1842,506,Durack,1,Good,Good,0
GEEHI,NSW1614,113,Eden-Monaro,1,Good,Good,0
GEELONG,VIC963,210,Corio,1,Good,Good,0
GEELONG WEST,VIC964,210,Corio,1,Good,Good,0
GEEVESTON,TAS222,604,Franklin,1,Good,Good,0
GEHAM,QLD1128,314,Groom,1,Good,Good,0
GEILSTON BAY,TAS223,604,Franklin,1,Good,Good,0
GELANTIPY,VIC965,216,Gippsland,1,Good,Good,0
GELLIBRAND,VIC966,209,Corangamite,1,Good,Good,0
GELLIBRAND LOWER,VIC967,209,Corangamite,8e-07,Good,Good,1
GELLIBRAND LOWER,VIC967,237,Wannon,0.9999992,Good,Good,0
GELLIONDALE,VIC968,216,Gippsland,1,Good,Good,0
GELORUP,WA2814,507,Forrest,1,Good,Good,0
GELSTON PARK,NSW1615,139,Riverina,1,Good,Good,0
GEMALLA,NSW1616,107,Calare,1,Good,Good,0
GEMBROOK,VIC969,226,La Trobe,1,Good,Good,0
GEMINI MOUNTAINS,QLD1129,305,Capricornia,1,Good,Good,0
GEMMELLS,SA462,408,Mayo,1,Good,Good,0
GENEVA,NSW1617,133,Page,1,Good,Good,0
GENOA,VIC970,216,Gippsland,1,Good,Good,0
GENTLE ANNIE,VIC971,234,Monash,1,Good,Good,0
GEOGRAPHE,WA2800,507,Forrest,1,Good,Good,0
GEORGE TOWN,TAS224,601,Bass,1,Good,Good,0
GEORGES CREEK,NSW1618,130,New England,1,Good,Good,0
GEORGES CREEK,VIC972,222,Indi,1,Good,Good,0
GEORGES HALL,NSW1619,105,Blaxland,1,Good,Good,0
GEORGES PLAINS,NSW1620,107,Calare,1,Good,Good,0
GEORGETOWN,NSW1621,131,Newcastle,1,Good,Good,0
GEORGETOWN,QLD1130,317,Kennedy,1,Good,Good,0
GEORGETOWN,SA463,404,Grey,1,Good,Good,0
GEORGICA,NSW1622,133,Page,1,Good,Good,0
GEORGINA,QLD1131,317,Kennedy,1,Good,Good,0
GEORGINA,WA2711,506,Durack,1,Good,Good,0
GEPPS CROSS,SA464,407,Makin,1,Good,Good,0
GERAHMIN,VIC973,229,Mallee,1,Good,Good,0
GERALDTON,WA3249,506,Durack,1,Good,Good,0
GERANG GERUNG,VIC974,229,Mallee,1,Good,Good,0
GERANGAMETE,VIC975,209,Corangamite,1,Good,Good,0
GERANIUM,SA465,402,Barker,1,Good,Good,0
GERANIUM PLAINS,SA466,404,Grey,1,Good,Good,0
GERARD,SA467,402,Barker,1,Good,Good,0
GERMAN CREEK,SA468,402,Barker,1,Good,Good,0
GERMAN FLAT,SA469,402,Barker,1,Good,Good,0
GERMANIA,VIC976,237,Wannon,1,Good,Good,0
GERMANTOWN,QLD1132,317,Kennedy,1,Good,Good,0
GERMANTOWN,VIC977,222,Indi,1,Good,Good,0
GERMEIN BAY,SA470,404,Grey,1,Good,Good,0
GEROGERY,NSW1623,114,Farrer,1,Good,Good,0
GERRIGERRUP,VIC978,237,Wannon,1,Good,Good,0
GERRINGONG,NSW1624,116,Gilmore,1,Good,Good,0
GERROA,NSW1625,116,Gilmore,1,Good,Good,0
GEURIE,NSW1626,107,Calare,1,Good,Good,0
GHAN,NT111,701,Lingiari,1,Good,Good,0
GHEERULLA,QLD1133,309,Fairfax,1,Good,Good,0
GHERANG,VIC979,209,Corangamite,1,Good,Good,0
GHERINGHAP,VIC980,209,Corangamite,1,Good,Good,0
GHIN GHIN,VIC981,222,Indi,1,Good,Good,0
GHINGHINDA,QLD1134,311,Flynn,1,Good,Good,0
GHINNI GHI,NSW1627,133,Page,1,Good,Good,0
GHINNI GHINNI,NSW1628,124,Lyne,1,Good,Good,0
GHOOLENDAADI,NSW1629,134,Parkes,1,Good,Good,0
GHOOLI,WA1772,506,Durack,1,Good,Good,0
GIANTS CREEK,NSW1630,121,Hunter,1,Good,Good,0
GIBB,WA1762,506,Durack,1,Good,Good,0
GIBBERAGEE,NSW1631,133,Page,1,Good,Good,0
GIBRALTAR RANGE,NSW1632,130,New England,1,Good,Good,0
GIBSON,WA2400,511,O'Connor,1,Good,Good,0
GIBSON DESERT NORTH,WA1709,506,Durack,1,Good,Good,0
GIBSON DESERT SOUTH,WA1718,511,O'Connor,1,Good,Good,0
GIDGEALPA,SA210006183,404,Grey,1,Good,Good,0
GIDGEGANNUP,WA2225,509,Hasluck,1,Good,Good,0
GIDGINBUNG,NSW1633,139,Riverina,1,Good,Good,0
GIDLEY,NSW1634,130,New England,1,Good,Good,0
GIDYA,QLD1135,317,Kennedy,1,Good,Good,0
GIFFARD,VIC982,216,Gippsland,1,Good,Good,0
GIFFARD WEST,VIC983,216,Gippsland,1,Good,Good,0
GIFFORD HILL,SA471,402,Barker,1,Good,Good,0
GIGOOMGAN,QLD1136,329,Wide Bay,1,Good,Good,0
GIL GIL,VIC984,229,Mallee,1,Good,Good,0
GILBERT RIVER,QLD1137,317,Kennedy,1,Good,Good,0
GILBERTON,QLD1138,317,Kennedy,1,Good,Good,0
GILBERTON,QLD1139,308,Fadden,1,Good,Good,0
GILBERTON,SA472,401,Adelaide,1,Good,Good,0
GILDEROY,VIC985,206,Casey,1,Good,Good,0
GILEAD,NSW1635,125,Macarthur,1,Good,Good,0
GILES CORNER,SA473,404,Grey,1,Good,Good,0
GILGAI,NSW1636,130,New England,1,Good,Good,0
GILGANDRA,NSW1637,134,Parkes,1,Good,Good,0
GILGERING,WA2230,512,Pearce,1,Good,Good,0
GILGOOMA,NSW1638,134,Parkes,1,Good,Good,0
GILGUNNIA,NSW1639,134,Parkes,1,Good,Good,0
GILLA,QLD1140,321,Maranoa,1,Good,Good,0
GILLDORA,QLD1141,329,Wide Bay,1,Good,Good,0
GILLEN,NT112,701,Lingiari,1,Good,Good,0
GILLENBAH,NSW1640,114,Farrer,1,Good,Good,0
GILLENTOWN,SA474,404,Grey,1,Good,Good,0
GILLES DOWNS,SA210006069,404,Grey,1,Good,Good,0
GILLES PLAINS,SA475,410,Sturt,1,Good,Good,0
GILLETTS RIDGE,NSW1641,133,Page,1,Good,Good,0
GILLIESTON,VIC986,235,Nicholls,1,Good,Good,0
GILLIESTON HEIGHTS,NSW1642,136,Paterson,1,Good,Good,0
GILLIMANNING,WA2168,511,O'Connor,1,Good,Good,0
GILLINGARRA,WA2277,506,Durack,1,Good,Good,0
GILLMAN,SA476,405,Hindmarsh,1,Good,Good,0
GILLUM,VIC987,216,Gippsland,1,Good,Good,0
GILMANDYKE,NSW1643,107,Calare,1,Good,Good,0
GILMORE,ACT608,801,Bean,1,Good,Good,0
GILMORE,NSW1644,113,Eden-Monaro,1,Good,Good,0
GILROYD,WA2021,506,Durack,1,Good,Good,0
GILSTON,QLD1142,323,Moncrieff,0.0514415,Good,Good,0
GILSTON,QLD1142,330,Wright,0.9485585,Good,Good,0
GIN GIN,NSW1645,134,Parkes,1,Good,Good,0
GIN GIN,QLD1143,311,Flynn,1,Good,Good,0
GINDIE,QLD1144,311,Flynn,1,Good,Good,0
GINDORAN,QLD1145,311,Flynn,1,Good,Good,0
GINEROI,NSW1646,134,Parkes,1,Good,Good,0
GINGERAH,WA1756,506,Durack,1,Good,Good,0
GINGHI,NSW1647,107,Calare,1,Good,Good,0
GINGIN,WA3211,512,Pearce,1,Good,Good,0
GINGINUP,WA2529,512,Pearce,1,Good,Good,0
GINGKIN,NSW1648,107,Calare,1,Good,Good,0
GINOONDAN,QLD1146,311,Flynn,1,Good,Good,0
GIPSY POINT,VIC988,216,Gippsland,1,Good,Good,0
GIRALANG,ACT552,802,Canberra,1,Good,Good,0
GIRARDS HILL,NSW1649,133,Page,1,Good,Good,0
GIRGARRE,VIC989,235,Nicholls,1,Good,Good,0
GIRGARRE EAST,VIC990,235,Nicholls,1,Good,Good,0
GIRILAMBONE,NSW1650,134,Parkes,1,Good,Good,0
GIRO,NSW1651,124,Lyne,1,Good,Good,0
GIRRAL,NSW1652,139,Riverina,1,Good,Good,0
GIRRALONG,NSW1653,110,Cowper,1,Good,Good,0
GIRRAWEEN,NSW1654,118,Greenway,1,Acceptable,Good,0
GIRRAWEEN,NT113,701,Lingiari,1,Good,Good,0
GIRRAWEEN,QLD1147,321,Maranoa,1,Good,Good,0
GIRRAWHEEN,WA3178,504,Cowan,1,Good,Good,0
GIRU,QLD1148,306,Dawson,1,Good,Good,0
GIRVAN,NSW1655,124,Lyne,1,Good,Good,0
GISBORNE,VIC991,231,McEwen,1,Good,Good,0
GISBORNE SOUTH,VIC992,231,McEwen,1,Good,Good,0
GIVELDA,QLD1149,316,Hinkler,1,Good,Good,0
GLADESVILLE,NSW1656,103,Bennelong,0.8055105,Good,Good,0
GLADESVILLE,NSW1656,132,North Sydney,0.1944895,Good,Good,0
GLADFIELD,QLD1150,321,Maranoa,1,Good,Good,0
GLADFIELD,VIC993,229,Mallee,1,Good,Good,0
GLADSTONE,NSW1657,110,Cowper,1,Good,Good,0
GLADSTONE,SA477,404,Grey,1,Good,Good,0
GLADSTONE,TAS225,601,Bass,1,Good,Good,0
GLADSTONE CENTRAL,QLD1151,311,Flynn,1,Good,Good,0
GLADSTONE HARBOUR,QLD1152,311,Flynn,1,Good,Good,0
GLADSTONE PARK,VIC994,205,Calwell,1,Good,Good,0
GLADYSDALE,VIC995,206,Casey,1,Good,Good,0
GLAMORGAN VALE,QLD1153,301,Blair,1,Good,Good,0
GLAN DEVON,QLD1154,321,Maranoa,1,Good,Good,0
GLANDORE,SA478,401,Adelaide,0.4223415,Good,Good,0
GLANDORE,SA478,403,Boothby,0.5776585,Good,Good,0
GLANMIRE,NSW1658,107,Calare,1,Good,Good,0
GLANMIRE,QLD1155,329,Wide Bay,1,Good,Good,0
GLANVILLE,SA479,405,Hindmarsh,1,Good,Good,0
GLASS HOUSE MOUNTAINS,QLD1157,310,Fisher,1,Good,Good,0
GLASTONBURY,QLD1158,329,Wide Bay,1,Good,Good,0
GLAZIERS BAY,TAS226,604,Franklin,1,Good,Good,0
GLEBE,NSW1659,142,Sydney,1,Good,Good,0
GLEBE,QLD1159,311,Flynn,1,Good,Good,0
GLEBE,TAS227,603,Clark,1,Good,Good,0
GLEDHOW,WA2773,511,O'Connor,1,Good,Good,0
GLEDSWOOD HILLS,NSW5087,125,Macarthur,1,Good,Good,0
GLEN ALICE,NSW1660,107,Calare,1,Good,Good,0
GLEN ALLEN,NSW1661,113,Eden-Monaro,1,Good,Good,0
GLEN ALLYN,QLD1160,317,Kennedy,1,Good,Good,0
GLEN ALPINE,NSW1662,125,Macarthur,1,Good,Good,0
GLEN ALVIE,VIC996,234,Monash,1,Good,Good,0
GLEN APLIN,QLD1161,321,Maranoa,1,Good,Good,0
GLEN BOUGHTON,QLD1162,317,Kennedy,1,Good,Good,0
GLEN CAIRN,QLD1163,330,Wright,1,Good,Good,0
GLEN CREEK,VIC997,222,Indi,1,Good,Good,0
GLEN DAVIS,NSW1664,107,Calare,1,Good,Good,0
GLEN ECHO,QLD1164,329,Wide Bay,1,Good,Good,0
GLEN EDEN,QLD1165,311,Flynn,1,Good,Good,0
GLEN ELGIN,NSW1665,130,New England,1,Good,Good,0
GLEN ESK,QLD1166,301,Blair,1,Good,Good,0
GLEN FERGUS,NSW1666,113,Eden-Monaro,1,Good,Good,0
GLEN FORBES,VIC999,234,Monash,1,Good,Good,0
GLEN FORREST,WA2932,509,Hasluck,1,Good,Good,0
GLEN HUNTLY,VIC1000,217,Goldstein,0.7694449,Good,Good,0
GLEN HUNTLY,VIC1000,228,Macnamara,0.2305551,Good,Good,0
GLEN HUON,TAS228,604,Franklin,1,Good,Good,0
GLEN INNES,NSW1667,130,New England,1,Good,Good,0
GLEN IRIS,VIC1001,219,Higgins,1,Good,Good,0
GLEN IRIS,WA3043,507,Forrest,1,Good,Good,0
GLEN ISLA,QLD1167,306,Dawson,1,Good,Good,0
GLEN MARTIN,NSW1668,124,Lyne,1,Good,Good,0
GLEN MERVYN,WA2569,507,Forrest,1,Good,Good,0
GLEN NEVIS,NSW1669,130,New England,1,Good,Good,0
GLEN NIVEN,QLD1168,321,Maranoa,1,Good,Good,0
GLEN OAK,NSW1670,124,Lyne,1,Good,Good,0
GLEN OSMOND,SA480,410,Sturt,1,Good,Good,0
GLEN PARK,VIC1002,202,Ballarat,1,Good,Good,0
GLEN RUSSELL,QLD1169,317,Kennedy,1,Good,Good,0
GLEN RUTH,QLD1170,317,Kennedy,1,Good,Good,0
GLEN VALLEY,VIC1003,216,Gippsland,1,Good,Good,0
GLEN WARD,NSW1671,124,Lyne,1,Good,Good,0
GLEN WAVERLEY,VIC1004,207,Chisholm,0.7427813,Acceptable,Good,0
GLEN WAVERLEY,VIC1004,221,Hotham,0.2572187,Acceptable,Good,0
GLEN WILLIAM,NSW1672,124,Lyne,1,Good,Good,0
GLEN WILLS,VIC1005,216,Gippsland,1,Good,Good,0
GLENAIRE,VIC1006,209,Corangamite,1,Good,Good,0
GLENALADALE,VIC1007,216,Gippsland,1,Good,Good,0
GLENALBYN,VIC1008,229,Mallee,1,Good,Good,0
GLENALTA,SA481,403,Boothby,1,Good,Good,0
GLENARBON,QLD1171,321,Maranoa,1,Good,Good,0
GLENAROUA,VIC1009,235,Nicholls,1,Good,Good,0
GLENAUBYN,QLD1172,321,Maranoa,1,Good,Good,0
GLENAVEN,QLD1173,321,Maranoa,1,Good,Good,0
GLENBAR,QLD1174,329,Wide Bay,1,Good,Good,0
GLENBAWN,NSW1673,130,New England,1,Good,Good,0
GLENBRAE,VIC1010,237,Wannon,1,Good,Good,0
GLENBROOK,NSW1674,127,Macquarie,1,Good,Good,0
GLENBURN,VIC1011,222,Indi,1,Good,Good,0
GLENBURNIE,SA482,402,Barker,1,Good,Good,0
GLENCOE,NSW1675,130,New England,1,Good,Good,0
GLENCOE,QLD1175,314,Groom,1,Good,Good,0
GLENCOE,SA483,402,Barker,1,Good,Good,0
GLENCOE,WA2593,511,O'Connor,1,Good,Good,0
GLENDALE,NSW1676,121,Hunter,0.8985388,Good,Good,0
GLENDALE,NSW1676,131,Newcastle,0.0648235,Good,Good,0
GLENDALE,NSW1676,141,Shortland,0.0366378,Good,Good,0
GLENDALE,QLD1176,305,Capricornia,1,Good,Good,0
GLENDALOUGH,WA3388,505,Curtin,1,Good,Good,0
GLENDAMBO,SA484,404,Grey,1,Good,Good,0
GLENDARUEL,VIC1012,202,Ballarat,1,Good,Good,0
GLENDEN,QLD1177,305,Capricornia,1,Good,Good,0
GLENDENNING,NSW1677,108,Chifley,1,Acceptable,Good,0
GLENDEVIE,TAS229,604,Franklin,1,Good,Good,0
GLENDON,NSW1678,121,Hunter,1,Good,Good,0
GLENDON BROOK,NSW1679,121,Hunter,1,Good,Good,0
GLENDONALD,VIC2980,202,Ballarat,1,Good,Good,0
GLENEAGLE,QLD1178,330,Wright,1,Good,Good,0
GLENELG,NSW1680,139,Riverina,1,Good,Good,0
GLENELG,SA485,403,Boothby,1,Good,Good,0
GLENELG EAST,SA486,403,Boothby,1,Good,Good,0
GLENELG NORTH,SA487,403,Boothby,0.8345093,Good,Good,0
GLENELG NORTH,SA487,405,Hindmarsh,0.1654907,Good,Good,0
GLENELG SOUTH,SA488,403,Boothby,1,Good,Good,0
GLENELLA,QLD1179,306,Dawson,1,Good,Good,0
GLENELLEN,NSW1681,114,Farrer,1,Good,Good,0
GLENFALLOCH,VIC2956,216,Gippsland,1,Good,Good,0
GLENFERN,QLD1180,301,Blair,1,Good,Good,0
GLENFERN,TAS230,605,Lyons,1,Good,Good,0
GLENFIELD,NSW1682,146,Werriwa,1,Good,Good,0
GLENFIELD,WA2968,506,Durack,1,Good,Good,0
GLENFIELD PARK,NSW1683,139,Riverina,1,Good,Good,0
GLENFYNE,VIC1014,237,Wannon,1,Good,Good,0
GLENGALLAN,QLD1181,321,Maranoa,1,Good,Good,0
GLENGARRIE,NSW1684,138,Richmond,1,Good,Good,0
GLENGARRY,TAS231,601,Bass,1,Good,Good,0
GLENGARRY,VIC1015,216,Gippsland,1,Good,Good,0
GLENGARRY NORTH,VIC1016,216,Gippsland,0.9999999,Good,Good,0
GLENGARRY NORTH,VIC1016,234,Monash,1e-07,Good,Good,1
GLENGARRY WEST,VIC1017,216,Gippsland,1,Good,Good,0
GLENGOWER,VIC1018,202,Ballarat,0.4444444,Good,Good,0
GLENGOWER,VIC1018,229,Mallee,0.5555556,Good,Good,0
GLENGOWRIE,SA489,403,Boothby,1,Good,Good,0
GLENHAUGHTON,QLD1182,311,Flynn,1,Good,Good,0
GLENHAVEN,NSW1685,104,Berowra,0.9589137,Acceptable,Good,0
GLENHAVEN,NSW1685,129,Mitchell,0.0410863,Good,Good,0
GLENHOPE,VIC1019,235,Nicholls,1,Good,Good,0
GLENHOPE EAST,VIC1020,235,Nicholls,1,Good,Good,0
GLENIFFER,NSW1686,110,Cowper,1,Good,Good,0
GLENISLA,VIC1021,237,Wannon,1,Good,Good,0
GLENLEE,QLD1183,305,Capricornia,1,Good,Good,0
GLENLEE,VIC1022,229,Mallee,1,Good,Good,0
GLENLEIGH,QLD1184,311,Flynn,1,Good,Good,0
GLENLOFTY,VIC1023,229,Mallee,1,Good,Good,0
GLENLOGAN,QLD3397,330,Wright,1,Good,Good,0
GLENLOGIE,VIC1024,237,Wannon,1,Good,Good,0
GLENLOTH,VIC1025,229,Mallee,1,Good,Good,0
GLENLOTH EAST,VIC1026,229,Mallee,1,Good,Good,0
GLENLUCE,VIC1027,203,Bendigo,1,Good,Good,0
GLENLUSK,TAS232,603,Clark,1,Good,Good,0
GLENLYNN,WA2546,511,O'Connor,1,Good,Good,0
GLENLYON,QLD1185,321,Maranoa,1,Good,Good,0
GLENLYON,VIC1028,202,Ballarat,1,Good,Good,0
GLENMAGGIE,VIC1029,216,Gippsland,1,Good,Good,0
GLENMORAL,QLD1186,311,Flynn,1,Good,Good,0
GLENMORE,NSW1687,120,Hume,1,Good,Good,0
GLENMORE,VIC1030,202,Ballarat,1,Good,Good,0
GLENMORE PARK,NSW1688,123,Lindsay,1,Good,Good,0
GLENMORGAN,QLD1188,321,Maranoa,1,Good,Good,0
GLENNIES CREEK,NSW1689,121,Hunter,1,Good,Good,0
GLENNING VALLEY,NSW1690,112,Dobell,1,Good,Good,0
GLENORA,TAS233,605,Lyons,1,Good,Good,0
GLENORAN,WA2084,511,O'Connor,1,Good,Good,0
GLENORCHY,QLD1189,329,Wide Bay,1,Good,Good,0
GLENORCHY,TAS234,603,Clark,1,Good,Good,0
GLENORCHY,VIC1031,229,Mallee,1,Good,Good,0
GLENORE GROVE,QLD1190,330,Wright,1,Good,Good,0
GLENORIE,NSW1691,104,Berowra,1,Acceptable,Good,0
GLENORMISTON NORTH,VIC1032,237,Wannon,1,Good,Good,0
GLENORMISTON SOUTH,VIC1033,237,Wannon,1,Good,Good,0
GLENPATRICK,VIC1034,229,Mallee,1,Good,Good,0
GLENQUARRY,NSW1692,147,Whitlam,1,Good,Good,0
GLENRAE,QLD1191,311,Flynn,1,Good,Good,0
GLENREAGH,NSW1693,133,Page,1,Good,Good,0
GLENRIDDING,NSW1694,121,Hunter,1,Good,Good,0
GLENROCK,NSW1695,130,New England,1,Good,Good,0
