SA2_MAINCODE_2016,SA2_NAME_2016,LGA_CODE_2016,LGA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
601031013,Austins Ferry - Granton,62610,Glenorchy (C),0.9029832,Good,Good,0
601031014,Berriedale - Chigwell,61510,Derwent Valley (M),0,Good,Good,1
601031014,Berriedale - Chigwell,62610,Glenorchy (C),1,Good,Good,0
601031015,Claremont (Tas.),61510,Derwent Valley (M),0.0003864,Good,Good,1
601031015,Claremont (Tas.),62610,Glenorchy (C),0.9996136,Good,Good,0
601031016,Derwent Park - Lutana,62610,Glenorchy (C),1,Good,Good,0
601031017,Glenorchy,62610,Glenorchy (C),1,Good,Good,0
601031018,Montrose - Rosetta,62610,Glenorchy (C),1,Good,Good,0
601031019,Moonah,62610,Glenorchy (C),1,Good,Good,0
601031020,New Norfolk,60410,Brighton (M),0,Good,Good,1
601031020,New Norfolk,61510,Derwent Valley (M),1,Good,Good,0
601031021,West Moonah,62610,Glenorchy (C),1,Good,Good,0
601041022,Kingston - Huntingfield,62810,Hobart (C),0.002122,Good,Good,1
601041022,Kingston - Huntingfield,63610,Kingborough (M),0.997878,Good,Good,0
601041023,Kingston Beach - Blackmans Bay,63610,Kingborough (M),1,Good,Good,0
601041024,Margate - Snug,63010,Huon Valley (M),0,Good,Good,1
601041024,Margate - Snug,63610,Kingborough (M),1,Good,Good,0
601041025,Mount Wellington,62610,Glenorchy (C),0.6363636,Good,Good,0
601041025,Mount Wellington,62810,Hobart (C),0.2727273,Good,Good,0
601041025,Mount Wellington,63610,Kingborough (M),0.0909091,Good,Good,0
601041026,Taroona - Bonnet Hill,63610,Kingborough (M),1,Good,Good,0
601051027,Hobart,62810,Hobart (C),1,Good,Good,0
601051028,Lenah Valley - Mount Stuart,62610,Glenorchy (C),0.0061505,Good,Good,1
601051028,Lenah Valley - Mount Stuart,62810,Hobart (C),0.9938495,Good,Good,0
601051029,Mount Nelson - Dynnyrne,62810,Hobart (C),1,Good,Good,0
601051030,New Town,62610,Glenorchy (C),0.0074454,Good,Good,1
601051030,New Town,62810,Hobart (C),0.9925546,Good,Good,0
601051031,Sandy Bay,62810,Hobart (C),1,Good,Good,0
601051032,South Hobart - Fern Tree,62810,Hobart (C),0.9916174,Good,Good,0
601051032,South Hobart - Fern Tree,63610,Kingborough (M),0.0083826,Good,Good,1
601051033,West Hobart,62810,Hobart (C),1,Good,Good,0
601061034,Dodges Ferry - Lewisham,64810,Sorell (M),1,Good,Good,0
601061034,Dodges Ferry - Lewisham,65210,Tasman (M),0,Good,Good,1
601061035,Sorell - Richmond,61410,Clarence (C),0.1934051,Good,Good,0
601061035,Sorell - Richmond,62410,Glamorgan/Spring Bay (M),0.0009355,Good,Good,1
601061035,Sorell - Richmond,64810,Sorell (M),0.8056595,Good,Good,0
602011036,Invermay,64010,Launceston (C),1,Good,Good,0
602011037,Kings Meadows - Punchbowl,64010,Launceston (C),1,Good,Good,0
602011038,Launceston,64010,Launceston (C),1,Good,Good,0
602011039,Legana,65810,West Tamar (M),1,Good,Good,0
602011040,Mowbray,64010,Launceston (C),1,Good,Good,0
602011041,Newnham - Mayfield,64010,Launceston (C),1,Good,Good,0
602011042,Newstead,64010,Launceston (C),1,Good,Good,0
602011043,Norwood (Tas.),64010,Launceston (C),1,Good,Good,0
602011044,Prospect Vale - Blackstone,64210,Meander Valley (M),1,Good,Good,0
602011044,Prospect Vale - Blackstone,65810,West Tamar (M),0,Good,Good,1
602011045,Ravenswood,64010,Launceston (C),1,Good,Good,0
602011046,Riverside,65810,West Tamar (M),1,Good,Good,0
602011047,South Launceston,64010,Launceston (C),1,Good,Good,0
602011048,Summerhill - Prospect,64010,Launceston (C),1,Good,Good,0
602011048,Summerhill - Prospect,64210,Meander Valley (M),0,Good,Good,1
602011049,Trevallyn,64010,Launceston (C),0.4032046,Good,Good,0
602011049,Trevallyn,65810,West Tamar (M),0.5967954,Good,Good,0
602011050,Waverley - St Leonards,64010,Launceston (C),1,Good,Good,0
602011051,West Launceston,64010,Launceston (C),1,Good,Good,0
602011052,Youngtown - Relbia,64010,Launceston (C),1,Good,Good,0
602021053,Beauty Point - Beaconsfield,65810,West Tamar (M),1,Good,Good,0
602021054,Deloraine,64210,Meander Valley (M),1,Good,Good,0
602021054,Deloraine,65810,West Tamar (M),0,Good,Good,1
602021055,Grindelwald - Lanena,64210,Meander Valley (M),0,Good,Good,1
602021055,Grindelwald - Lanena,65810,West Tamar (M),1,Good,Good,0
602021056,Hadspen - Carrick,64210,Meander Valley (M),1,Good,Good,0
602021057,Westbury,64210,Meander Valley (M),0.969878,Good,Good,0
602021057,Westbury,64610,Northern Midlands (M),0.0226537,Good,Good,0
602021057,Westbury,65810,West Tamar (M),0.0074683,Good,Good,1
602031058,Dilston - Lilydale,60210,Break O'Day (M),0,Good,Good,1
602031058,Dilston - Lilydale,61810,Dorset (M),0.0070529,Good,Good,1
602031058,Dilston - Lilydale,64010,Launceston (C),0.986398,Good,Good,0
602031058,Dilston - Lilydale,64610,Northern Midlands (M),0.0065491,Good,Good,1
602031059,George Town,61810,Dorset (M),0,Good,Good,1
602031059,George Town,62210,George Town (M),0.9878442,Good,Good,0
602031059,George Town,64010,Launceston (C),0.0121558,Good,Good,0
602031059,George Town,65810,West Tamar (M),0,Good,Good,1
602031060,Longford,64610,Northern Midlands (M),1,Good,Good,0
602031061,Northern Midlands,60210,Break O'Day (M),0.0008226,Good,Good,1
602031061,Northern Midlands,64610,Northern Midlands (M),0.9991774,Good,Good,0
602031062,Perth - Evandale,64610,Northern Midlands (M),1,Good,Good,0
602031064,St Helens - Scamander,60210,Break O'Day (M),1,Good,Good,0
602031064,St Helens - Scamander,61810,Dorset (M),0,Good,Good,1
602031099,Flinders and Cape Barren Islands,62010,Flinders (M) (Tas.),1,Good,Good,0
602031100,Scottsdale - Bridport,60210,Break O'Day (M),0.0027223,Good,Good,1
602031100,Scottsdale - Bridport,61810,Dorset (M),0.9959165,Good,Good,0
602031100,Scottsdale - Bridport,64010,Launceston (C),0.0013612,Good,Good,1
603011065,Central Highlands,61010,Central Highlands (M) (Tas.),0.9985323,Good,Good,0
603011065,Central Highlands,61510,Derwent Valley (M),0,Good,Good,1
603011065,Central Highlands,65010,Southern Midlands (M),0.0014677,Good,Good,1
603011066,Derwent Valley,61010,Central Highlands (M) (Tas.),0.0296417,Good,Good,0
603011066,Derwent Valley,61510,Derwent Valley (M),0.9703583,Good,Good,0
603011066,Derwent Valley,63010,Huon Valley (M),0,Good,Good,1
603011066,Derwent Valley,65010,Southern Midlands (M),0,Good,Good,1
603011067,Southern Midlands,62410,Glamorgan/Spring Bay (M),0.0023202,Good,Good,1
603011067,Southern Midlands,65010,Southern Midlands (M),0.9976798,Good,Good,0
603011068,Wilderness - East,61010,Central Highlands (M) (Tas.),2e-06,Good,Good,1
603011068,Wilderness - East,61510,Derwent Valley (M),0.9999427,Good,Good,0
603011068,Wilderness - East,63010,Huon Valley (M),5.53e-05,Good,Good,1
603021069,Bruny Island - Kettering,63010,Huon Valley (M),0,Good,Good,1
603021069,Bruny Island - Kettering,63610,Kingborough (M),1,Good,Good,0
603021070,Cygnet,63010,Huon Valley (M),1,Good,Good,0
603021070,Cygnet,63610,Kingborough (M),0,Good,Good,1
603021071,Geeveston - Dover,63010,Huon Valley (M),1,Good,Good,0
603021072,Huonville - Franklin,63010,Huon Valley (M),1,Good,Good,0
603031073,Forestier - Tasman,65210,Tasman (M),1,Good,Good,0
603031074,Triabunna - Bicheno,62410,Glamorgan/Spring Bay (M),1,Good,Good,0
604011075,Acton - Upper Burnie,60610,Burnie (C),1,Good,Good,0
604011076,Burnie - Ulverstone Region,60610,Burnie (C),0.482918,Good,Good,0
604011076,Burnie - Ulverstone Region,60810,Central Coast (M) (Tas.),0.517082,Good,Good,0
604011076,Burnie - Ulverstone Region,63210,Kentish (M),0,Good,Good,1
604011076,Burnie - Ulverstone Region,65410,Waratah/Wynyard (M),0,Good,Good,1
604011077,Burnie - Wivenhoe,60610,Burnie (C),1,Good,Good,0
604011078,Parklands - Camdale,60610,Burnie (C),1,Good,Good,0
604011079,Penguin - Sulphur Creek,60810,Central Coast (M) (Tas.),1,Good,Good,0
604011080,Romaine - Havenview,60610,Burnie (C),1,Good,Good,0
604011081,Somerset,65410,Waratah/Wynyard (M),1,Good,Good,0
604011082,Ulverstone,60810,Central Coast (M) (Tas.),1,Good,Good,0
604011083,West Ulverstone,60810,Central Coast (M) (Tas.),1,Good,Good,0
604011084,Wynyard,65410,Waratah/Wynyard (M),1,Good,Good,0
604021085,Devonport,61610,Devonport (C),1,Good,Good,0
604021086,East Devonport,61610,Devonport (C),0.9951116,Good,Good,0
604021086,East Devonport,63810,Latrobe (M) (Tas.),0.0048884,Good,Good,1
604021087,Latrobe,61610,Devonport (C),0,Good,Good,1
604021087,Latrobe,63810,Latrobe (M) (Tas.),1,Good,Good,0
604021088,Miandetta - Don,61610,Devonport (C),1,Good,Good,0
604021089,Port Sorell,63810,Latrobe (M) (Tas.),1,Good,Good,0
604021090,Quoiba - Spreyton,61610,Devonport (C),0.8187394,Good,Good,0
604021090,Quoiba - Spreyton,63810,Latrobe (M) (Tas.),0.1812606,Good,Good,0
604021091,Sheffield - Railton,60810,Central Coast (M) (Tas.),0,Good,Good,1
604021091,Sheffield - Railton,63210,Kentish (M),0.9975626,Good,Good,0
604021091,Sheffield - Railton,63810,Latrobe (M) (Tas.),0.0024374,Good,Good,1
604021092,Turners Beach - Forth,60810,Central Coast (M) (Tas.),0.8775707,Good,Good,0
604021092,Turners Beach - Forth,61610,Devonport (C),0.121144,Good,Good,0
604021092,Turners Beach - Forth,63210,Kentish (M),0.0012854,Good,Good,1
604031093,King Island,63410,King Island (M),1,Good,Good,0
604031094,North West,61210,Circular Head (M),1,Good,Good,0
604031094,North West,65410,Waratah/Wynyard (M),0,Good,Good,1
604031095,Smithton,61210,Circular Head (M),1,Good,Good,0
604031096,Waratah,60610,Burnie (C),0,Good,Good,1
604031096,Waratah,61210,Circular Head (M),0,Good,Good,1
604031096,Waratah,65410,Waratah/Wynyard (M),1,Good,Good,0
604031097,West Coast (Tas.),65610,West Coast (M),1,Good,Good,0
604031098,Wilderness - West,65610,West Coast (M),1,Good,Good,0
701011001,Darwin Airport,71000,Darwin (C),1,Good,Good,0
701011002,Darwin City,71000,Darwin (C),0.9475969,Good,Good,0
701011002,Darwin City,79399,Unincorporated NT,0.0524031,Poor,Good,0
701011003,East Point,71000,Darwin (C),1,Good,Good,0
701011004,Fannie Bay - The Gardens,71000,Darwin (C),1,Good,Good,0
701011005,Larrakeyah,71000,Darwin (C),1,Good,Good,0
701011006,Ludmilla - The Narrows,71000,Darwin (C),1,Good,Good,0
701011007,Parap,71000,Darwin (C),1,Good,Good,0
701011008,Stuart Park,71000,Darwin (C),1,Good,Good,0
701011009,Woolner - Bayview - Winnellie,71000,Darwin (C),1,Good,Good,0
701021010,Alawa,71000,Darwin (C),1,Good,Good,0
701021011,Anula,71000,Darwin (C),1,Good,Good,0
701021012,Berrimah,71000,Darwin (C),0.6554949,Good,Good,0
701021012,Berrimah,72300,Litchfield (M),0.3203429,Good,Good,0
701021012,Berrimah,79399,Unincorporated NT,0.0241621,Poor,Good,0
701021013,Brinkin - Nakara,71000,Darwin (C),1,Good,Good,0
701021014,Buffalo Creek,71000,Darwin (C),1,Good,Good,0
701021015,Charles Darwin,71000,Darwin (C),0.5,Good,Good,0
701021015,Charles Darwin,79399,Unincorporated NT,0.5,Poor,Good,0
701021016,Coconut Grove,71000,Darwin (C),1,Good,Good,0
701021017,East Arm,79399,Unincorporated NT,1,Poor,Good,0
701021018,Jingili,71000,Darwin (C),1,Good,Good,0
701021019,Karama,71000,Darwin (C),1,Good,Good,0
701021020,Leanyer,71000,Darwin (C),1,Good,Good,0
701021021,Lyons (NT),71000,Darwin (C),1,Good,Good,0
701021022,Malak - Marrara,71000,Darwin (C),1,Good,Good,0
701021023,Millner,71000,Darwin (C),1,Good,Good,0
701021024,Moil,71000,Darwin (C),1,Good,Good,0
701021025,Nightcliff,71000,Darwin (C),1,Good,Good,0
701021026,Rapid Creek,71000,Darwin (C),1,Good,Good,0
701021027,Tiwi,71000,Darwin (C),1,Good,Good,0
701021028,Wagaman,71000,Darwin (C),1,Good,Good,0
701021029,Wanguri,71000,Darwin (C),1,Good,Good,0
701021030,Wulagi,71000,Darwin (C),1,Good,Good,0
701031031,Howard Springs,72300,Litchfield (M),0.9869926,Good,Good,0
701031031,Howard Springs,72800,Palmerston (C),0.0130074,Good,Good,0
701031032,Humpty Doo,72300,Litchfield (M),1,Good,Good,0
701031033,Koolpinyah,72300,Litchfield (M),0.9999984,Good,Good,0
701031033,Koolpinyah,79399,Unincorporated NT,1.6e-06,Poor,Good,1
701031034,Virginia,72300,Litchfield (M),1,Good,Good,0
701031035,Weddell,72300,Litchfield (M),1,Good,Good,0
701041036,Bakewell,72800,Palmerston (C),1,Good,Good,0
701041037,Driver,72800,Palmerston (C),1,Good,Good,0
701041038,Durack - Marlow Lagoon,72800,Palmerston (C),1,Good,Good,0
701041039,Gray,72800,Palmerston (C),1,Good,Good,0
701041040,Moulden,72800,Palmerston (C),1,Good,Good,0
701041041,Palmerston - North,72800,Palmerston (C),1,Good,Good,0
701041042,Palmerston - South,72800,Palmerston (C),1,Good,Good,0
701041043,Rosebery - Bellamack,72800,Palmerston (C),1,Good,Good,0
701041044,Woodroffe,72800,Palmerston (C),1,Good,Good,0
702011045,Charles,70200,Alice Springs (T),1,Good,Good,0
702011046,East Side,70200,Alice Springs (T),1,Good,Good,0
702011047,Flynn (NT),70200,Alice Springs (T),1,Good,Good,0
702011048,Larapinta,70200,Alice Springs (T),1,Good,Good,0
702011049,Mount Johns,70200,Alice Springs (T),1,Good,Good,0
702011050,Petermann - Simpson,72330,MacDonnell (R),0.5545235,Poor,Good,0
702011050,Petermann - Simpson,79399,Unincorporated NT,0.4454765,Poor,Good,0
702011051,Ross,70200,Alice Springs (T),1,Good,Good,0
702011052,Sandover - Plenty,70420,Barkly (R),0.2775581,Acceptable,Good,0
702011052,Sandover - Plenty,70620,Central Desert (R),0.169303,Poor,Good,0
702011052,Sandover - Plenty,72330,MacDonnell (R),0.5531389,Poor,Good,0
702011053,Tanami,70620,Central Desert (R),0.1193759,Poor,Good,0
702011053,Tanami,72330,MacDonnell (R),0.8806241,Poor,Good,0
702011054,Yuendumu - Anmatjere,70620,Central Desert (R),1,Poor,Good,0
702021055,Barkly,70420,Barkly (R),1,Acceptable,Good,0
702021056,Tennant Creek,70420,Barkly (R),1,Acceptable,Good,0
702031057,Alligator,70540,Belyuen (S),0.0361393,Poor,Good,0
702031057,Alligator,70700,Coomalie (S),0.2893345,Poor,Good,0
702031057,Alligator,74560,Wagait (S),0.1011459,Poor,Good,0
702031057,Alligator,74660,West Arnhem (R),0.3049801,Acceptable,Good,0
702031057,Alligator,79399,Unincorporated NT,0.2684002,Poor,Good,0
702031058,Daly,74550,Victoria Daly (R),0.4994606,Poor,Good,0
702031058,Daly,74680,West Daly (R),0.3770226,Acceptable,Good,0
702031058,Daly,79399,Unincorporated NT,0.1235167,Poor,Good,0
702031059,Thamarrurr,74680,West Daly (R),1,Acceptable,Good,0
702031060,Tiwi Islands,74050,Tiwi Islands (R),1,Good,Good,0
702031061,West Arnhem,71300,East Arnhem (R),0,Good,Good,1
702031061,West Arnhem,74660,West Arnhem (R),1,Acceptable,Good,0
702041062,Anindilyakwa,71300,East Arnhem (R),0.6482453,Good,Good,0
702041062,Anindilyakwa,79399,Unincorporated NT,0.3517547,Poor,Good,0
702041063,East Arnhem,71300,East Arnhem (R),0.9967764,Good,Good,0
702041063,East Arnhem,74660,West Arnhem (R),0.0032236,Acceptable,Good,1
702041063,East Arnhem,79399,Unincorporated NT,0,Poor,Good,1
702041064,Nhulunbuy,71300,East Arnhem (R),0,Good,Good,1
702041064,Nhulunbuy,79399,Unincorporated NT,1,Poor,Good,0
702051065,Elsey,73600,Roper Gulf (R),1,Good,Good,0
702051065,Elsey,74660,West Arnhem (R),0,Acceptable,Good,1
702051066,Gulf,73600,Roper Gulf (R),1,Good,Good,0
702051067,Katherine,72200,Katherine (T),0.9941544,Good,Good,0
702051067,Katherine,73600,Roper Gulf (R),0.0058456,Good,Good,1
702051068,Victoria River,70620,Central Desert (R),0.2465979,Poor,Good,0
702051068,Victoria River,74550,Victoria Daly (R),0.7534021,Poor,Good,0
801011001,Aranda,89399,Unincorporated ACT,1,Good,Good,0
801011002,Belconnen,89399,Unincorporated ACT,1,Good,Good,0
801011003,Bruce,89399,Unincorporated ACT,1,Good,Good,0
801011004,Charnwood,89399,Unincorporated ACT,1,Good,Good,0
801011005,Cook,89399,Unincorporated ACT,1,Good,Good,0
801011006,Dunlop,89399,Unincorporated ACT,1,Good,Good,0
801011007,Evatt,89399,Unincorporated ACT,1,Good,Good,0
801011008,Florey,89399,Unincorporated ACT,1,Good,Good,0
801011009,Flynn (ACT),89399,Unincorporated ACT,1,Good,Good,0
801011010,Fraser,89399,Unincorporated ACT,1,Good,Good,0
801011011,Giralang,89399,Unincorporated ACT,1,Good,Good,0
801011012,Gooromon,89399,Unincorporated ACT,1,Good,Good,0
801011013,Hawker,89399,Unincorporated ACT,1,Good,Good,0
801011014,Higgins,89399,Unincorporated ACT,1,Good,Good,0
801011015,Holt,89399,Unincorporated ACT,1,Good,Good,0
801011016,Kaleen,89399,Unincorporated ACT,1,Good,Good,0
801011017,Latham,89399,Unincorporated ACT,1,Good,Good,0
801011018,Lawson,89399,Unincorporated ACT,1,Good,Good,0
801011019,Macgregor (ACT),89399,Unincorporated ACT,1,Good,Good,0
801011020,Macquarie,89399,Unincorporated ACT,1,Good,Good,0
801011021,McKellar,89399,Unincorporated ACT,1,Good,Good,0
801011022,Melba,89399,Unincorporated ACT,1,Good,Good,0
801011023,Page,89399,Unincorporated ACT,1,Good,Good,0
801011024,Scullin,89399,Unincorporated ACT,1,Good,Good,0
801011025,Spence,89399,Unincorporated ACT,1,Good,Good,0
801011026,Weetangera,89399,Unincorporated ACT,1,Good,Good,0
801011111,Molonglo Corridor,89399,Unincorporated ACT,1,Good,Good,0
801011112,West Belconnen,89399,Unincorporated ACT,1,Good,Good,0
801031031,Hume,89399,Unincorporated ACT,1,Good,Good,0
801031032,Kowen,89399,Unincorporated ACT,1,Good,Good,0
801031113,Canberra East,89399,Unincorporated ACT,1,Good,Good,0
801031114,Canberra Airport,89399,Unincorporated ACT,1,Good,Good,0
801031115,Majura,89399,Unincorporated ACT,1,Good,Good,0
801041034,Amaroo,89399,Unincorporated ACT,1,Good,Good,0
801041035,Bonner,89399,Unincorporated ACT,1,Good,Good,0
801041036,Casey,89399,Unincorporated ACT,1,Good,Good,0
801041037,Crace,89399,Unincorporated ACT,1,Good,Good,0
801041038,Forde,89399,Unincorporated ACT,1,Good,Good,0
801041039,Franklin,89399,Unincorporated ACT,1,Good,Good,0
801041040,Gungahlin,89399,Unincorporated ACT,1,Good,Good,0
801041043,Hall,89399,Unincorporated ACT,1,Good,Good,0
801041044,Harrison,89399,Unincorporated ACT,1,Good,Good,0
801041045,Mitchell,89399,Unincorporated ACT,1,Good,Good,0
801041046,Ngunnawal,89399,Unincorporated ACT,1,Good,Good,0
801041047,Nicholls,89399,Unincorporated ACT,1,Good,Good,0
801041048,Palmerston,89399,Unincorporated ACT,1,Good,Good,0
801041116,Gungahlin - East,89399,Unincorporated ACT,1,Good,Good,0
801041117,Gungahlin - West,89399,Unincorporated ACT,1,Good,Good,0
801041118,Jacka,89399,Unincorporated ACT,1,Good,Good,0
801041119,Kenny,89399,Unincorporated ACT,1,Good,Good,0
801041120,Moncrieff,89399,Unincorporated ACT,1,Good,Good,0
801041121,Taylor,89399,Unincorporated ACT,1,Good,Good,0
801041122,Throsby,89399,Unincorporated ACT,1,Good,Good,0
801051049,Acton,89399,Unincorporated ACT,1,Good,Good,0
801051050,Ainslie,89399,Unincorporated ACT,1,Good,Good,0
801051051,Braddon,89399,Unincorporated ACT,1,Good,Good,0
801051053,Civic,89399,Unincorporated ACT,1,Good,Good,0
801051054,Dickson,89399,Unincorporated ACT,1,Good,Good,0
801051055,Downer,89399,Unincorporated ACT,1,Good,Good,0
801051056,Hackett,89399,Unincorporated ACT,1,Good,Good,0
801051057,Lyneham,89399,Unincorporated ACT,1,Good,Good,0
801051058,O'Connor (ACT),89399,Unincorporated ACT,1,Good,Good,0
801051060,Turner,89399,Unincorporated ACT,1,Good,Good,0
801051061,Watson,89399,Unincorporated ACT,1,Good,Good,0
801051123,Black Mountain,89399,Unincorporated ACT,1,Good,Good,0
801051124,Campbell,89399,Unincorporated ACT,1,Good,Good,0
801051125,Duntroon,89399,Unincorporated ACT,1,Good,Good,0
801051126,Parkes (ACT) - North,89399,Unincorporated ACT,1,Good,Good,0
801051127,Reid,89399,Unincorporated ACT,1,Good,Good,0
801051128,Russell,89399,Unincorporated ACT,1,Good,Good,0
801061062,Deakin,89399,Unincorporated ACT,1,Good,Good,0
801061063,Forrest,89399,Unincorporated ACT,1,Good,Good,0
801061064,Griffith (ACT),89399,Unincorporated ACT,1,Good,Good,0
801061066,Lake Burley Griffin,89399,Unincorporated ACT,1,Good,Good,0
801061067,Narrabundah,89399,Unincorporated ACT,1,Good,Good,0
801061068,Parkes (ACT) - South,89399,Unincorporated ACT,1,Good,Good,0
801061069,Red Hill (ACT),89399,Unincorporated ACT,1,Good,Good,0
801061070,Yarralumla,89399,Unincorporated ACT,1,Good,Good,0
801061129,Barton,89399,Unincorporated ACT,1,Good,Good,0
801061130,Fyshwick,89399,Unincorporated ACT,1,Good,Good,0
801061131,Kingston (ACT),89399,Unincorporated ACT,1,Good,Good,0
801071071,Banks,89399,Unincorporated ACT,1,Good,Good,0
801071072,Bonython,89399,Unincorporated ACT,1,Good,Good,0
801071073,Calwell,89399,Unincorporated ACT,1,Good,Good,0
801071074,Chisholm,89399,Unincorporated ACT,1,Good,Good,0
801071075,Conder,89399,Unincorporated ACT,1,Good,Good,0
801071076,Fadden,89399,Unincorporated ACT,1,Good,Good,0
801071077,Gilmore,89399,Unincorporated ACT,1,Good,Good,0
801071078,Gordon (ACT),89399,Unincorporated ACT,1,Good,Good,0
801071079,Gowrie (ACT),89399,Unincorporated ACT,1,Good,Good,0
801071080,Greenway,89399,Unincorporated ACT,1,Good,Good,0
801071081,Isabella Plains,89399,Unincorporated ACT,1,Good,Good,0
801071082,Kambah,89399,Unincorporated ACT,1,Good,Good,0
801071083,Macarthur,89399,Unincorporated ACT,1,Good,Good,0
801071084,Monash,89399,Unincorporated ACT,1,Good,Good,0
801071085,Mount Taylor,89399,Unincorporated ACT,1,Good,Good,0
801071086,Oxley (ACT),89399,Unincorporated ACT,1,Good,Good,0
801071087,Richardson,89399,Unincorporated ACT,1,Good,Good,0
801071088,Theodore,89399,Unincorporated ACT,1,Good,Good,0
