SA2_MAINCODE_2016,SA2_NAME_2016,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
602011038,Launceston,602011038,Launceston,1,Good,Good,0
602011039,Legana,602011039,Legana,1,Good,Good,0
602011040,Mowbray,602011040,Mowbray,1,Good,Good,0
602011041,Newnham - Mayfield,602011041,Newnham - Mayfield,1,Good,Good,0
602011042,Newstead,602011042,Newstead,1,Good,Good,0
602011043,Norwood (Tas.),602011043,Norwood (Tas.),1,Good,Good,0
602011044,Prospect Vale - Blackstone,602011044,Prospect Vale - Blackstone,1,Good,Good,0
602011045,Ravenswood,602011045,Ravenswood,1,Good,Good,0
602011046,Riverside,602011046,Riverside,1,Good,Good,0
602011047,South Launceston,602011047,South Launceston,1,Good,Good,0
602011048,Summerhill - Prospect,602011048,Summerhill - Prospect,1,Good,Good,0
602011049,Trevallyn,602011049,Trevallyn,1,Good,Good,0
602011050,Waverley - St Leonards,602011050,Waverley - St Leonards,1,Good,Good,0
602011051,West Launceston,602011051,West Launceston,1,Good,Good,0
602011052,Youngtown - Relbia,602011052,Youngtown - Relbia,1,Good,Good,0
602021053,Beauty Point - Beaconsfield,602021053,Beauty Point - Beaconsfield,1,Good,Good,0
602021054,Deloraine,602021054,Deloraine,1,Good,Good,0
602021055,Grindelwald - Lanena,602021055,Grindelwald - Lanena,1,Good,Good,0
602021056,Hadspen - Carrick,602021056,Hadspen - Carrick,1,Good,Good,0
602021057,Westbury,602021057,Westbury,1,Good,Good,0
602031058,Dilston - Lilydale,602031058,Dilston - Lilydale,1,Good,Good,0
602031059,George Town,602031059,George Town,1,Good,Good,0
602031060,Longford,602031060,Longford,1,Good,Good,0
602031061,Northern Midlands,602031061,Northern Midlands,1,Good,Good,0
602031062,Perth - Evandale,602031062,Perth - Evandale,1,Good,Good,0
602031064,St Helens - Scamander,602031064,St Helens - Scamander,1,Good,Good,0
602031099,Flinders and Cape Barren Islands,602031099,Flinders and Cape Barren Islands,1,Good,Good,0
602031100,Scottsdale - Bridport,602031100,Scottsdale - Bridport,1,Good,Good,0
603011065,Central Highlands,603011065,Central Highlands,1,Good,Good,0
603011066,Derwent Valley,603011066,Derwent Valley,1,Good,Good,0
603011067,Southern Midlands,603011067,Southern Midlands,1,Good,Good,0
603011068,Wilderness - East,603011068,Wilderness - East,1,Good,Good,0
603021069,Bruny Island - Kettering,603021069,Bruny Island - Kettering,1,Good,Good,0
603021070,Cygnet,603021070,Cygnet,1,Good,Good,0
603021071,Geeveston - Dover,603021071,Geeveston - Dover,1,Good,Good,0
603021072,Huonville - Franklin,603021072,Huonville - Franklin,1,Good,Good,0
603031073,Forestier - Tasman,603031073,Forestier - Tasman,1,Good,Good,0
603031074,Triabunna - Bicheno,603031074,Triabunna - Bicheno,1,Good,Good,0
604011075,Acton - Upper Burnie,604011075,Acton - Upper Burnie,1,Good,Good,0
604011076,Burnie - Ulverstone Region,604011076,Burnie - Ulverstone Surrounds,1,Good,Good,0
604011077,Burnie - Wivenhoe,604011077,Burnie - Wivenhoe,1,Good,Good,0
604011078,Parklands - Camdale,604011078,Parklands - Camdale,1,Good,Good,0
604011079,Penguin - Sulphur Creek,604011079,Penguin - Sulphur Creek,1,Good,Good,0
604011080,Romaine - Havenview,604011080,Romaine - Havenview,1,Good,Good,0
604011081,Somerset,604011081,Somerset,1,Good,Good,0
604011082,Ulverstone,604011082,Ulverstone,1,Good,Good,0
604011083,West Ulverstone,604011083,West Ulverstone,1,Good,Good,0
604011084,Wynyard,604011084,Wynyard,1,Good,Good,0
604021085,Devonport,604021085,Devonport,1,Good,Good,0
604021086,East Devonport,604021086,East Devonport,1,Good,Good,0
604021087,Latrobe,604021087,Latrobe,1,Good,Good,0
604021088,Miandetta - Don,604021088,Miandetta - Don,1,Good,Good,0
604021089,Port Sorell,604021089,Port Sorell,1,Good,Good,0
604021090,Quoiba - Spreyton,604021090,Quoiba - Spreyton,1,Good,Good,0
604021091,Sheffield - Railton,604021091,Sheffield - Railton,1,Good,Good,0
604021092,Turners Beach - Forth,604021092,Turners Beach - Forth,1,Good,Good,0
604031093,King Island,604031093,King Island,1,Good,Good,0
604031094,North West,604031094,North West,0.9999992,Good,Good,0
604031094,North West,,,8.00E-07,Poor,Good,4
604031095,Smithton,604031095,Smithton,1,Good,Good,0
604031096,Waratah,604031096,Waratah,1,Good,Good,0
604031097,West Coast (Tas.),604031097,West Coast (Tas.),1,Good,Good,0
604031098,Wilderness - West,604031098,Wilderness - West,1,Good,Good,0
697979799,Migratory - Offshore - Shipping (Tas.),697979799,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
699999499,No usual address (Tas.),699999499,No usual address (Tas.),1,Good,Good,0
701011001,Darwin Airport,701011001,Darwin Airport,1,Good,Good,0
701011002,Darwin City,701011002,Darwin City,1,Good,Good,0
701011003,East Point,701011003,East Point,1,Good,Good,0
701011004,Fannie Bay - The Gardens,701011004,Fannie Bay - The Gardens,1,Good,Good,0
701011005,Larrakeyah,701011005,Larrakeyah,1,Good,Good,0
701011006,Ludmilla - The Narrows,701011006,Ludmilla - The Narrows,1,Good,Good,0
701011007,Parap,701011007,Parap,1,Good,Good,0
701011008,Stuart Park,701011008,Stuart Park,1,Good,Good,0
701011009,Woolner - Bayview - Winnellie,701011009,Woolner - Bayview - Winnellie,1,Good,Good,0
701021010,Alawa,701021010,Alawa,1,Good,Good,0
701021011,Anula,701021011,Anula,1,Good,Good,0
701021012,Berrimah,701021012,Berrimah,1,Good,Good,0
701021013,Brinkin - Nakara,701021013,Brinkin - Nakara,1,Good,Good,0
701021014,Buffalo Creek,701021014,Buffalo Creek,1,Good,Good,0
701021015,Charles Darwin,701021015,Charles Darwin,1,Good,Good,0
701021016,Coconut Grove,701021016,Coconut Grove,1,Good,Good,0
701021017,East Arm,701021017,East Arm,1,Good,Good,0
701021018,Jingili,701021018,Jingili,1,Good,Good,0
701021019,Karama,701021019,Karama,1,Good,Good,0
701021020,Leanyer,701021020,Leanyer,1,Good,Good,0
701021021,Lyons (NT),701021021,Lyons (NT),1,Good,Good,0
701021022,Malak - Marrara,701021022,Malak - Marrara,1,Good,Good,0
701021023,Millner,701021023,Millner,1,Good,Good,0
701021024,Moil,701021024,Moil,1,Good,Good,0
701021025,Nightcliff,701021025,Nightcliff,1,Good,Good,0
701021026,Rapid Creek,701021026,Rapid Creek,1,Good,Good,0
701021027,Tiwi,701021027,Tiwi,1,Good,Good,0
701021028,Wagaman,701021028,Wagaman,1,Good,Good,0
701021029,Wanguri,701021029,Wanguri,1,Good,Good,0
701021030,Wulagi,701021030,Wulagi,1,Good,Good,0
701031031,Howard Springs,701031031,Howard Springs,1,Good,Good,0
701031032,Humpty Doo,701031032,Humpty Doo,1,Good,Good,0
701031033,Koolpinyah,701031033,Koolpinyah,1,Good,Good,0
701031034,Virginia,701031034,Virginia,1,Good,Good,0
701031035,Weddell,701031035,Weddell,1,Good,Good,0
701041036,Bakewell,701041036,Bakewell,1,Good,Good,0
701041037,Driver,701041037,Driver,1,Good,Good,0
701041038,Durack - Marlow Lagoon,701041038,Durack - Marlow Lagoon,1,Good,Good,0
701041039,Gray,701041039,Gray,1,Good,Good,0
701041040,Moulden,701041040,Moulden,1,Good,Good,0
701041041,Palmerston - North,701041041,Palmerston - North,1,Good,Good,0
701041042,Palmerston - South,701041042,Palmerston - South,1,Good,Good,0
701041043,Rosebery - Bellamack,701041043,Rosebery - Bellamack,1,Good,Good,0
701041044,Woodroffe,701041044,Woodroffe,1,Good,Good,0
702011045,Charles,702011045,Charles,1,Good,Good,0
702011046,East Side,702011046,East Side,1,Good,Good,0
702011047,Flynn (NT),702011047,Flynn (NT),1,Good,Good,0
702011048,Larapinta,702011048,Larapinta,1,Good,Good,0
702011049,Mount Johns,702011049,Mount Johns,1,Good,Good,0
702011050,Petermann - Simpson,702011050,Petermann - Simpson,1,Good,Good,0
702011051,Ross,702011051,Ross,1,Good,Good,0
702011052,Sandover - Plenty,702011052,Sandover - Plenty,1,Good,Good,0
702011053,Tanami,702011053,Tanami,1,Good,Good,0
702011054,Yuendumu - Anmatjere,702011054,Yuendumu - Anmatjere,1,Good,Good,0
702021055,Barkly,702021055,Barkly,1,Good,Good,0
702021056,Tennant Creek,702021056,Tennant Creek,1,Good,Good,0
702031057,Alligator,702031057,Alligator,1,Good,Good,0
702031058,Daly,702031058,Daly,1,Good,Good,0
702031059,Thamarrurr,702031059,Thamarrurr,1,Good,Good,0
702031060,Tiwi Islands,702031060,Tiwi Islands,1,Good,Good,0
702031061,West Arnhem,702031061,West Arnhem,1,Good,Good,0
702041062,Anindilyakwa,702041062,Anindilyakwa,1,Good,Good,0
702041063,East Arnhem,702041063,East Arnhem,1,Good,Good,0
702041064,Nhulunbuy,702041064,Nhulunbuy,1,Good,Good,0
702051065,Elsey,702051065,Elsey,1,Good,Good,0
702051066,Gulf,702051066,Gulf,1,Good,Good,0
702051067,Katherine,702051067,Katherine,1,Good,Good,0
702051068,Victoria River,702051068,Victoria River,1,Good,Good,0
797979799,Migratory - Offshore - Shipping (NT),797979799,Migratory - Offshore - Shipping (NT),1,Good,Good,0
799999499,No usual address (NT),799999499,No usual address (NT),1,Good,Good,0
801011001,Aranda,801011001,Aranda,1,Good,Good,0
801011002,Belconnen,801011002,Belconnen,1,Good,Good,0
801011003,Bruce,801011003,Bruce,1,Good,Good,0
801011004,Charnwood,801011004,Charnwood,1,Good,Good,0
801011005,Cook,801011005,Cook,1,Good,Good,0
801011006,Dunlop,801011006,Dunlop,1,Good,Good,0
801011007,Evatt,801011007,Evatt,1,Good,Good,0
801011008,Florey,801011008,Florey,1,Good,Good,0
801011009,Flynn (ACT),801011009,Flynn (ACT),1,Good,Good,0
801011010,Fraser,801011010,Fraser,1,Good,Good,0
801011011,Giralang,801011011,Giralang,1,Good,Good,0
801011012,Gooromon,801011012,Gooromon,1,Good,Good,0
801011013,Hawker,801011013,Hawker,1,Good,Good,0
801011014,Higgins,801011014,Higgins,1,Good,Good,0
801011015,Holt,801011015,Holt,1,Good,Good,0
801011016,Kaleen,801011016,Kaleen,1,Good,Good,0
801011017,Latham,801011017,Latham,1,Good,Good,0
801011018,Lawson,801011018,Lawson,1,Good,Good,0
801011019,Macgregor (ACT),801011019,Macgregor (ACT),1,Good,Good,0
801011020,Macquarie,801011020,Macquarie,1,Good,Good,0
801011021,McKellar,801011021,McKellar,1,Good,Good,0
801011022,Melba,801011022,Melba,1,Good,Good,0
801011023,Page,801011023,Page,1,Good,Good,0
801011024,Scullin,801011024,Scullin,1,Good,Good,0
801011025,Spence,801011025,Spence,1,Good,Good,0
801011026,Weetangera,801011026,Weetangera,1,Good,Good,0
801011111,Molonglo Corridor,801011111,Molonglo Corridor,1,Good,Good,0
801011112,West Belconnen,801011142,Macnamara,0.0666664,Poor,Good,0
801011112,West Belconnen,801011143,Strathnairn,0.8,Acceptable,Good,0
801011112,West Belconnen,801011144,West Belconnen,0.1333336,Poor,Good,0
801031031,Hume,801031031,Hume,1,Good,Good,0
801031032,Kowen,801031032,Kowen,1,Good,Good,0
801031113,Canberra East,801031113,Canberra East,1,Good,Good,0
801031114,Canberra Airport,801031114,Canberra Airport,1,Good,Good,0
801031115,Majura,801031115,Majura,1,Good,Good,0
801041034,Amaroo,801041034,Amaroo,1,Good,Good,0
801041035,Bonner,801041035,Bonner,1,Good,Good,0
801041036,Casey,801041036,Casey,1,Good,Good,0
801041037,Crace,801041037,Crace,1,Good,Good,0
801041038,Forde,801041038,Forde,1,Good,Good,0
801041039,Franklin,801041039,Franklin,1,Good,Good,0
801041040,Gungahlin,801041040,Gungahlin,1,Good,Good,0
801041043,Hall,801041043,Hall,1,Good,Good,0
801041044,Harrison,801041044,Harrison,1,Good,Good,0
801041045,Mitchell,801041045,Mitchell,1,Good,Good,0
801041046,Ngunnawal,801041046,Ngunnawal,1,Good,Good,0
801041047,Nicholls,801041047,Nicholls,1,Good,Good,0
801041048,Palmerston,801041048,Palmerston,1,Good,Good,0
801041116,Gungahlin - East,801041116,Gungahlin - East,1,Good,Good,0
801041117,Gungahlin - West,801041117,Gungahlin - West,1.70E-06,Poor,Good,1
801041117,Gungahlin - West,801041121,Taylor,0.9999983,Good,Good,0
801041118,Jacka,801041118,Jacka,1,Good,Good,0
801041119,Kenny,801041119,Kenny,1,Good,Good,0
801041120,Moncrieff,801041120,Moncrieff,1,Good,Good,0
801041121,Taylor,801041121,Taylor,1,Good,Good,0
801041122,Throsby,801041122,Throsby,1,Good,Good,0
801051049,Acton,801051049,Acton,1,Good,Good,0
801051050,Ainslie,801051050,Ainslie,1,Good,Good,0
801051051,Braddon,801051051,Braddon,1,Good,Good,0
801051053,Civic,801051053,Civic,1,Good,Good,0
801051054,Dickson,801051054,Dickson,1,Good,Good,0
801051055,Downer,801051055,Downer,1,Good,Good,0
801051056,Hackett,801051056,Hackett,1,Good,Good,0
801051057,Lyneham,801051057,Lyneham,1,Good,Good,0
801051058,O'Connor (ACT),801051058,O'Connor (ACT),1,Good,Good,0
801051060,Turner,801051060,Turner,1,Good,Good,0
801051061,Watson,801051061,Watson,1,Good,Good,0
801051123,Black Mountain,801051123,Black Mountain,1,Good,Good,0
801051124,Campbell,801051124,Campbell,1,Good,Good,0
801051125,Duntroon,801051125,Duntroon,1,Good,Good,0
801051126,Parkes (ACT) - North,801051126,Parkes (ACT) - North,1,Good,Good,0
801051127,Reid,801051127,Reid,1,Good,Good,0
801051128,Russell,801051128,Russell,1,Good,Good,0
801061062,Deakin,801061062,Deakin,1,Good,Good,0
801061063,Forrest,801061063,Forrest,1,Good,Good,0
801061064,Griffith (ACT),801061064,Griffith (ACT),1,Good,Good,0
801061066,Lake Burley Griffin,801061066,Lake Burley Griffin,1,Good,Good,0
801061067,Narrabundah,801061067,Narrabundah,1,Good,Good,0
801061068,Parkes (ACT) - South,801061068,Parkes (ACT) - South,1,Good,Good,0
801061069,Red Hill (ACT),801061069,Red Hill (ACT),1,Good,Good,0
801061070,Yarralumla,801061070,Yarralumla,1,Good,Good,0
801061129,Barton,801061129,Barton,1,Good,Good,0
801061130,Fyshwick,801061130,Fyshwick,1,Good,Good,0
801061131,Kingston (ACT),801061131,Kingston (ACT),1,Good,Good,0
801071071,Banks,801071071,Banks,1,Good,Good,0
801071072,Bonython,801071072,Bonython,1,Good,Good,0
801071073,Calwell,801071073,Calwell,1,Good,Good,0
801071074,Chisholm,801071074,Chisholm,1,Good,Good,0
801071075,Conder,801071075,Conder,1,Good,Good,0
801071076,Fadden,801071076,Fadden,1,Good,Good,0
801071077,Gilmore,801071077,Gilmore,1,Good,Good,0
801071078,Gordon (ACT),801071078,Gordon (ACT),1,Good,Good,0
801071079,Gowrie (ACT),801071079,Gowrie (ACT),1,Good,Good,0
801071080,Greenway,801071080,Greenway,1,Good,Good,0
801071081,Isabella Plains,801071081,Isabella Plains,1,Good,Good,0
801071082,Kambah,801071082,Kambah,1,Good,Good,0
801071083,Macarthur,801071083,Macarthur,1,Good,Good,0
801071084,Monash,801071084,Monash,1,Good,Good,0
801071085,Mount Taylor,801071085,Mount Taylor,1,Good,Good,0
801071086,Oxley (ACT),801071086,Oxley (ACT),1,Good,Good,0
801071087,Richardson,801071087,Richardson,1,Good,Good,0
801071088,Theodore,801071088,Theodore,1,Good,Good,0
801071089,Tuggeranong,801071089,Tuggeranong,1,Good,Good,0
801071090,Wanniassa,801071090,Wanniassa,1,Good,Good,0
801071132,Tuggeranong - West,801071132,Tuggeranong - West,1,Good,Good,0
801081091,Chapman,801081091,Chapman,1,Good,Good,0
801081092,Duffy,801081092,Duffy,1,Good,Good,0
801081093,Fisher,801081093,Fisher,1,Good,Good,0
801081094,Holder,801081094,Holder,1,Good,Good,0
801081095,Rivett,801081095,Rivett,1,Good,Good,0
801081096,Stirling,801081096,Stirling,1,Good,Good,0
801081097,Waramanga,801081097,Waramanga,1,Good,Good,0
801081098,Weston,801081098,Weston,1,Good,Good,0
801081133,Scrivener,801081133,Scrivener,1,Good,Good,0
801091099,Chifley,801091099,Chifley,1,Good,Good,0
801091100,Curtin,801091100,Curtin,1,Good,Good,0
801091101,Farrer,801091101,Farrer,1,Good,Good,0
801091102,Garran,801091102,Garran,1,Good,Good,0
801091103,Hughes,801091103,Hughes,1,Good,Good,0
801091104,Isaacs,801091104,Isaacs,1,Good,Good,0
801091105,Lyons (ACT),801091105,Lyons (ACT),1,Good,Good,0
801091106,Mawson,801091106,Mawson,1,Good,Good,0
801091107,O'Malley,801091107,O'Malley,1,Good,Good,0
801091108,Pearce,801091108,Pearce,1,Good,Good,0
801091109,Phillip,801091109,Phillip,1,Good,Good,0
801091110,Torrens,801091110,Torrens,1,Good,Good,0
801101134,Arboretum,801101134,Arboretum,1,Good,Good,0
801101135,Coombs,801101135,Coombs,1,Good,Good,0
801101136,Denman Prospect,801101136,Denman Prospect,1,Good,Good,0
801101137,Molonglo,801101137,Molonglo,1,Good,Good,0
801101138,Molonglo - North,801101145,Molonglo - East,0.3157892,Poor,Good,0
801101138,Molonglo - North,801101146,Whitlam,0.6842108,Poor,Good,0
801101139,Wright,801101139,Wright,1,Good,Good,0
801111140,ACT - South West,801111140,ACT - South West,1,Good,Good,0
801111141,Namadgi,801111141,Namadgi,1,Good,Good,0
897979799,Migratory - Offshore - Shipping (ACT),897979799,Migratory - Offshore - Shipping (ACT),1,Good,Good,0
899999499,No usual address (ACT),899999499,No usual address (ACT),1,Good,Good,0
901011001,Christmas Island,901011001,Christmas Island,1,Good,Good,0
901021002,Cocos (Keeling) Islands,901021002,Cocos (Keeling) Islands,1,Good,Good,0
901031003,Jervis Bay,901031003,Jervis Bay,1,Good,Good,0
901041004,Norfolk Island,901041004,Norfolk Island,1,Good,Good,0
997979799,Migratory - Offshore - Shipping (OT),997979799,Migratory - Offshore - Shipping (OT),1,Good,Good,0
999999499,No usual address (OT),999999499,No usual address (OT),1,Good,Good,0
,,ZZZZZZZZZ,Outside Australia,,NA,Good,3
